,BSX US Equity,BSX US Equity,BSX US Equity
2021-12-27,43.12,61445.6756,4106436.0
2021-12-28,43.24,61616.6747,5515023.0
2021-12-29,43.17,61516.9252,3398444.0
2021-12-30,42.99,61260.4266,3530538.0
2021-12-31,42.48,60533.6804,4174358.0
2022-01-03,43.12,61445.6756,5093518.0
2022-01-04,43.64,62186.6717,9134979.0
2022-01-05,43.05,61345.9261,6601215.0
2022-01-06,42.59,60690.4296,5510650.0
2022-01-07,42.11,60006.4332,5341314.0
2022-01-10,42.41,60433.9309,6454552.0
2022-01-11,43.4,61844.6735,6208579.0
2022-01-12,44.41,63283.9159,13543719.0
2022-01-13,44.57,63511.9147,11883575.0
2022-01-14,44.86,63925.1625,8674993.0
2022-01-18,44.22,63013.1673,10721496.0
2022-01-19,44.05,62770.9186,8721750.0
2022-01-20,43.45,61915.9231,9562486.0
2022-01-21,42.97,61231.9267,11278141.0
2022-01-24,42.66,60790.1791,8974595.0
2022-01-25,42.51,60576.4302,10837408.0
2022-01-26,43.04,61331.6762,16803559.0
2022-01-27,43.23,61602.4248,12172789.0
2022-01-28,42.74,60904.1785,12258171.0
2022-01-31,42.9,61132.1773,13622529.0
2022-02-01,43.5,61987.1727,10452019.0
2022-02-02,41.44,59051.6882,26586168.0
2022-02-03,42.61,60718.9294,16121832.0
2022-02-04,42.77,60946.9282,8924511.0
2022-02-07,42.91,61146.4272,7259545.0
2022-02-08,44.16,62927.6678,8019978.0
2022-02-09,44.75,63768.4133,9732078.0
2022-02-10,43.75,62343.4209,8719369.0
2022-02-11,43.11,61431.4257,6616116.0
2022-02-14,42.73,60889.9285,7963578.0
2022-02-15,44.01,62713.9189,8014998.0
2022-02-16,44.19,62970.4176,6510167.0
2022-02-17,42.83,61032.4278,7785450.0
2022-02-18,42.55,60633.4299,6878328.0
2022-02-22,42.98,61246.1767,7835967.0
2022-02-23,43.71,62362.1372,12624712.0
2022-02-24,43.95,62704.5511,8259159.0
2022-02-25,45.1,64345.2845,10716154.0
2022-02-28,44.17,63018.4305,10611068.0
2022-03-01,43.36,61862.7835,9789857.0
2022-03-02,43.9,62633.2149,11859577.0
2022-03-03,43.96,62718.8183,6980450.0
2022-03-04,43.96,62718.8183,7015738.0
2022-03-07,42.55,60707.1365,8479723.0
2022-03-08,40.9,58353.0407,11351230.0
2022-03-09,42.07,60022.3086,10484470.0
2022-03-10,41.74,59551.4895,9237456.0
2022-03-11,41.7,59494.4205,6175638.0
2022-03-14,41.9,59779.7654,8307525.0
2022-03-15,42.66,60864.0762,6925942.0
2022-03-16,43.84,62547.6114,7726660.0
2022-03-17,44.21,63075.4995,8114398.0
2022-03-18,44.22,63089.7668,10662295.0
2022-03-21,44.32,63232.4392,5302414.0
2022-03-22,43.74,62404.9389,6584340.0
2022-03-23,42.3,60465.6169,11794087.0
2022-03-24,42.87,61280.4018,5653405.0
2022-03-25,43.5,62180.9536,6033884.0
2022-03-28,44.27,63281.6279,4498434.0
2022-03-29,44.85,64110.7073,6133649.0
2022-03-30,44.7,63896.2902,6862600.0
2022-03-31,44.29,63310.2169,10142338.0
2022-04-01,44.99,64310.8299,5188861.0
2022-04-04,44.16,63124.3887,10642479.0
2022-04-05,44.35,63395.9837,11425872.0
2022-04-06,44.58,63724.7566,7256618.0
2022-04-07,44.96,64267.9465,5758744.0
2022-04-08,44.84,64096.4129,9615588.0
2022-04-11,44.22,63210.1556,6497875.0
2022-04-12,43.76,62552.6099,4156075.0
2022-04-13,44.43,63510.3395,4151778.0
2022-04-14,44.25,63253.039,5172331.0
2022-04-18,43.74,62524.0209,4082718.0
2022-04-19,45.72,65354.3264,9196715.0
2022-04-20,47.1,67326.9635,14255697.0
2022-04-21,46.31,66197.7002,8062385.0
2022-04-22,43.9,62752.7325,11485495.0
2022-04-25,44.59,63739.051,10329262.0
2022-04-26,42.6,60894.4511,14253448.0
2022-04-27,43.06,61551.9968,14686372.0
2022-04-28,42.73,61080.2792,8550060.0
2022-04-29,42.11,60194.022,15072896.0
2022-05-02,41.63,59507.8873,9896173.0
2022-05-03,41.77,59708.0099,7410051.0
2022-05-04,42.75,61108.8682,6111495.0
2022-05-05,42.03,60084.8775,9579476.0
2022-05-06,40.85,58397.9835,9138291.0
2022-05-09,38.29,54738.2812,13411790.0
2022-05-10,38.65,55252.9268,10993761.0
2022-05-11,38.74,55381.5882,11574651.0
2022-05-12,38.79,55453.0668,9925061.0
2022-05-13,39.66,56696.7938,7768202.0
2022-05-16,39.82,56925.5251,5833667.0
2022-05-17,41.32,59069.8819,9315300.0
2022-05-18,40.23,57511.6493,10495412.0
2022-05-19,39.49,56453.7666,9555980.0
2022-05-20,39.22,56067.7824,12397592.0
2022-05-23,39.89,57025.5951,6662630.0
2022-05-24,40.15,57397.2836,5959556.0
2022-05-25,40.09,57311.5094,7417429.0
2022-05-26,40.14,57382.9879,6171328.0
2022-05-27,41.2,58898.3334,6968699.0
2022-05-31,41.01,58626.7149,7925295.0
2022-06-01,39.92,57068.4823,6546354.0
2022-06-02,40.67,58140.6607,4443951.0
2022-06-03,39.91,57054.1866,5823399.0
2022-06-06,39.38,56296.5138,6548541.0
2022-06-07,39.58,56582.4281,6725423.0
2022-06-08,39.11,55910.5296,6378447.0
2022-06-09,37.97,54280.8184,5868766.0
2022-06-10,37.23,53222.9357,11071619.0
2022-06-13,36.41,52050.6874,15115242.0
2022-06-14,35.24,50378.0891,12615070.0
2022-06-15,36.03,51507.4503,13548222.0
2022-06-16,35.51,50764.0733,9199919.0
2022-06-17,36.01,51478.8589,17432860.0
2022-06-21,36.3,51893.4345,10277441.0
2022-06-22,37.03,52937.0215,9569082.0
2022-06-23,36.94,52808.3601,6656832.0
2022-06-24,38.02,54352.297,10453789.0
2022-06-27,37.82,54066.3827,4698965.0
2022-06-28,37.5,53608.92,9890645.0
2022-06-29,37.8,54037.7913,5749598.0
2022-06-30,37.27,53280.1186,8127123.0
2022-07-01,38.01,54338.0013,5870032.0
2022-07-05,37.76,53980.6085,5790949.0
2022-07-06,37.66,53837.6514,5502851.0
2022-07-07,37.85,54109.2699,6992078.0
2022-07-08,37.84,54094.9742,6189198.0
2022-07-11,37.51,53623.2157,4102006.0
2022-07-12,36.88,52722.5858,6163236.0
2022-07-13,36.77,52565.333,5890764.0
2022-07-14,36.71,52479.5587,5843477.0
2022-07-15,37.55,53680.3985,7124894.0
2022-07-18,37.17,53137.1615,5403703.0
2022-07-19,37.71,53909.1299,9995681.0
2022-07-20,37.28,53294.4143,10868059.0
2022-07-21,38.12,54495.2541,11814803.0
2022-07-22,38.12,54495.2541,4946826.0
2022-07-25,38.0,54323.7056,6280038.0
2022-07-26,37.96,54266.5227,10690098.0
2022-07-27,40.31,57626.015,18838609.0
2022-07-28,41.16,58841.1506,9068826.0
2022-07-29,41.05,58683.8977,8815967.0
2022-08-01,41.05,58683.8977,5186772.0
2022-08-02,41.46,59270.0219,6411383.0
2022-08-03,41.62,59498.7533,5676803.0
2022-08-04,41.23,59025.4581,6390481.0
2022-08-05,40.94,58610.29,5328859.0
2022-08-08,40.97,58653.2384,6010582.0
2022-08-09,41.03,58739.1353,5084549.0
2022-08-10,41.86,59927.3751,7066028.0
2022-08-11,41.76,59784.2137,3981254.0
2022-08-12,42.33,60600.2339,4019743.0
2022-08-15,42.15,60342.5433,2475417.0
2022-08-16,42.35,60628.8662,4230971.0
2022-08-17,42.43,60743.3953,6091611.0
2022-08-18,42.63,61029.7182,6058606.0
2022-08-19,42.02,60156.4334,5396832.0
2022-08-22,41.26,59068.4066,5436909.0
2022-08-23,40.86,58495.7608,6864900.0
2022-08-24,41.15,58910.929,4552891.0
2022-08-25,41.78,59812.846,8953004.0
2022-08-26,40.52,58009.012,3921555.0
2022-08-29,40.39,57822.9021,8609086.0
2022-08-30,40.04,57321.8371,5274724.0
2022-08-31,40.31,57708.373,6723860.0
2022-09-01,40.99,58681.8707,6870677.0
2022-09-02,40.49,57966.0635,5919641.0
2022-09-06,40.38,57808.586,5416102.0
2022-09-07,41.47,59369.0456,5012045.0
2022-09-08,42.71,61144.2473,9980924.0
2022-09-09,42.94,61473.5186,4423477.0
2022-09-12,43.46,62217.958,7514686.0
2022-09-13,42.18,60385.4917,6253310.0
2022-09-14,42.07,60228.0141,5768545.0
2022-09-15,42.2,60414.124,6684545.0
2022-09-16,41.7,59698.3169,10650758.0
2022-09-19,41.18,58953.8774,7854167.0
2022-09-20,40.43,57880.1667,6257106.0
2022-09-21,39.76,56920.9851,6253151.0
2022-09-22,39.3,56262.4425,4690720.0
2022-09-23,38.9,55689.7968,6221909.0
2022-09-26,38.36,54916.725,5123517.0
2022-09-27,38.14,54601.7699,6491864.0
2022-09-28,39.13,56019.0681,7736146.0
2022-09-29,39.34,56319.7071,7292062.0
2022-09-30,38.73,55446.4223,10030384.0
2022-10-03,39.88,57092.7788,6290712.0
2022-10-04,41.03,58739.1353,5953808.0
2022-10-05,41.3,59125.6711,4868466.0
2022-10-06,40.65,58195.1218,4657481.0
2022-10-07,39.76,56920.9851,9642935.0
2022-10-10,39.64,56749.1914,5682888.0
2022-10-11,39.56,56634.6622,6475891.0
2022-10-12,39.6,56691.9268,5625836.0
2022-10-13,40.35,57765.6375,9527500.0
2022-10-14,39.98,57235.9402,7765337.0
2022-10-17,40.86,58495.7608,6901243.0
2022-10-18,41.08,58810.716,7190011.0
2022-10-19,40.96,58638.9223,7064624.0
2022-10-20,40.23,57593.8438,4851822.0
2022-10-21,40.57,58080.5927,8690890.0
2022-10-24,40.98,58667.5545,12287172.0
2022-10-25,41.3,59125.6711,12578224.0
2022-10-26,41.79,59827.1621,22187996.0
2022-10-27,41.58,59526.5231,7599827.0
2022-10-28,43.16,61788.4737,11131115.0
2022-10-31,43.11,61716.893,8635786.0
2022-11-01,42.76,61215.828,7741840.0
2022-11-02,41.93,60027.5881,12423964.0
2022-11-03,41.53,59483.8875,5802424.0
2022-11-04,41.59,59569.8262,5918141.0
2022-11-07,41.96,60099.7814,6261468.0
2022-11-08,41.92,60042.4889,4950962.0
2022-11-09,42.06,60243.0125,6168698.0
2022-11-10,43.76,62677.9417,7615864.0
2022-11-11,42.52,60901.8757,10478700.0
2022-11-14,42.24,60500.8286,7574892.0
2022-11-15,42.42,60758.6446,4696537.0
2022-11-16,42.98,61560.7389,5250687.0
2022-11-17,42.2,60443.5361,3875682.0
2022-11-18,42.96,61532.0927,4943695.0
2022-11-21,42.94,61503.4464,4082219.0
2022-11-22,43.54,62362.8332,5299435.0
2022-11-23,43.89,62864.1422,3264315.0
2022-11-25,44.15,63236.5431,1313151.0
2022-11-28,43.79,62720.911,3661412.0
2022-11-29,44.5,63737.852,5548497.0
2022-11-30,45.27,64840.7317,9665345.0
2022-12-01,46.12,66058.1963,6278007.0
2022-12-02,46.6,66745.7057,7148116.0
2022-12-05,45.42,65055.5784,5236151.0
2022-12-06,45.16,64683.1775,4515436.0
2022-12-07,45.63,65356.3638,5077155.0
2022-12-08,46.32,66344.6586,5930267.0
2022-12-09,46.23,66215.7506,7863637.0
2022-12-12,47.13,67504.8307,6350530.0
2022-12-13,47.2,67605.0925,8670675.0
2022-12-14,47.18,67576.4463,7322082.0
2022-12-15,46.32,66344.6586,8374376.0
2022-12-16,45.81,65614.1798,12154722.0
2022-12-19,45.8,65599.8567,6134726.0
2022-12-20,45.84,65657.1492,4403184.0
2022-12-21,46.08,66000.9039,6220000.0
2022-12-22,46.15,66101.1657,4236795.0
2022-12-23,46.06,65972.2576,4026161.0
2022-12-27,46.24,66230.0737,2836542.0
2022-12-28,45.78,65571.2105,3662727.0
2022-12-29,46.35,66387.6279,3282401.0
2022-12-30,46.27,66273.043,3223814.0
2023-01-03,46.01,65900.6421,6282744.0
2023-01-04,46.5,66602.4746,6197601.0
2023-01-05,45.76,65542.5643,6346237.0
2023-01-06,46.33,66358.9817,8980864.0
2023-01-09,45.59,65299.0713,7688389.0
2023-01-10,46.06,65972.2576,5892271.0
2023-01-11,45.81,65614.1798,11767250.0
2023-01-12,46.71,66903.26,10165525.0
2023-01-13,46.53,66645.444,6060151.0
2023-01-17,46.04,65943.6114,6707467.0
2023-01-18,45.09,64582.9157,6572540.0
2023-01-19,45.46,65112.8709,7546084.0
2023-01-20,45.62,65342.0407,5414390.0
2023-01-23,45.85,65671.4723,5085154.0
2023-01-24,45.84,65657.1492,6100880.0
2023-01-25,46.12,66058.1963,5050280.0
2023-01-26,46.35,66387.6279,4858259.0
2023-01-27,45.91,65757.411,7336490.0
2023-01-30,45.81,65614.1798,7455775.0
2023-01-31,46.25,66244.3968,10902460.0
2023-02-01,47.54,68092.0783,15305040.0
2023-02-02,48.07,68851.2033,12435207.0
2023-02-03,48.5,69467.0972,13028754.0
2023-02-06,47.66,68263.9557,6015478.0
2023-02-07,48.09,68879.8496,5284060.0
2023-02-08,47.59,68163.6939,6169465.0
2023-02-09,47.06,67404.5689,4633104.0
2023-02-10,47.23,67648.0618,5400498.0
2023-02-13,47.69,68306.925,6177138.0
2023-02-14,47.28,67719.6774,5390043.0
2023-02-15,47.29,67734.0005,4057600.0
2023-02-16,46.48,66573.8284,6152224.0
2023-02-17,46.54,66659.7671,7973396.0
2023-02-21,46.23,66215.7506,8177309.0
2023-02-22,46.61,66760.0289,10653719.0
2023-02-23,47.18,67692.9253,7733972.0
2023-02-24,47.01,67449.0127,8910858.0
2023-02-27,46.82,67176.4045,7524551.0
2023-02-28,46.72,67032.9265,7207203.0
2023-03-01,46.82,67176.4045,7522624.0
2023-03-02,47.25,67793.3599,4591865.0
2023-03-03,47.82,68611.1846,8236845.0
2023-03-06,47.74,68496.4022,6288882.0
2023-03-07,47.02,67463.3605,7311539.0
2023-03-08,46.89,67276.8391,5738598.0
2023-03-09,47.06,67520.7517,6083591.0
2023-03-10,46.48,66688.5792,7840424.0
2023-03-13,47.6,68295.533,10575727.0
2023-03-14,48.31,69314.2268,10208346.0
2023-03-15,47.97,68826.4016,10654267.0
2023-03-16,48.3,69299.879,7845500.0
2023-03-17,47.95,68797.706,10689322.0
2023-03-20,48.83,70060.3125,9053930.0
2023-03-21,48.84,70074.6603,6580585.0
2023-03-22,48.07,69092.3581,10462003.0
2023-03-23,47.94,68905.5055,7203649.0
2023-03-24,48.22,69307.9573,10069269.0
2023-03-27,48.33,69466.0634,5754235.0
2023-03-28,48.6,69854.142,7820126.0
2023-03-29,49.08,70544.0594,9333250.0
2023-03-30,49.6,71291.47,8146421.0
2023-03-31,50.03,71909.521,11585749.0
2023-04-03,49.72,71463.9494,11373042.0
2023-04-04,50.07,71967.0142,9726853.0
2023-04-05,50.74,72930.0239,7175363.0
2023-04-06,50.08,71981.3874,9622888.0
2023-04-10,50.34,72355.0927,5185737.0
2023-04-11,50.73,72915.6507,5832841.0
2023-04-12,51.11,73461.8353,9666747.0
2023-04-13,51.5,74022.3932,6397661.0
2023-04-14,51.77,74410.4718,9464958.0
2023-04-17,51.74,74367.352,5930754.0
2023-04-18,51.61,74180.4993,7082812.0
2023-04-19,52.89,76020.2792,10602311.0
2023-04-20,52.62,75632.2006,11486843.0
2023-04-21,51.11,73461.8353,24525083.0
2023-04-24,51.34,73792.4208,11731706.0
2023-04-25,51.11,73461.8353,14788081.0
2023-04-26,51.1,73447.462,20199109.0
2023-04-27,52.03,74784.1771,9057276.0
2023-04-28,52.12,74913.5366,13505155.0
2023-05-01,52.8,75890.9197,7483554.0
2023-05-02,52.9,76034.6525,8739244.0
2023-05-03,52.69,75732.8136,7358701.0
2023-05-04,51.94,74674.0394,8878420.0
2023-05-05,51.54,74098.9601,9163108.0
2023-05-08,53.12,76370.5231,14045417.0
2023-05-09,53.09,76327.3922,11125195.0
2023-05-10,53.22,76514.2929,6123025.0
2023-05-11,53.39,76758.7016,9018361.0
2023-05-12,53.34,76686.8167,8251115.0
2023-05-15,53.68,77175.6341,11013718.0
2023-05-16,53.77,77305.0269,5515473.0
2023-05-17,53.41,76787.4556,7134403.0
2023-05-18,53.44,76830.5865,8038658.0
2023-05-19,53.64,77118.1261,8495921.0
2023-05-22,53.68,77175.6341,7007804.0
2023-05-23,51.5,74041.4522,12851257.0
2023-05-24,51.93,74659.6624,10569017.0
2023-05-25,51.54,74098.9601,8922771.0
2023-05-26,51.06,73408.865,8497676.0
2023-05-30,50.49,72589.3771,9862892.0
2023-05-31,51.48,74012.6982,15443853.0
2023-06-01,51.5,74041.4522,8584089.0
2023-06-02,51.82,74501.5156,5608177.0
2023-06-05,51.4,73897.6824,7686949.0
2023-06-06,50.67,72848.1628,12634074.0
2023-06-07,50.7,72891.2937,6631414.0
2023-06-08,51.07,73423.242,4288318.0
2023-06-09,51.28,73725.1586,5210575.0
2023-06-12,51.2,73610.1428,5694818.0
2023-06-13,51.16,73552.6348,5802075.0
2023-06-14,53.31,76643.6858,11002743.0
2023-06-15,53.98,77606.9435,7402995.0
2023-06-16,54.32,78095.7608,13022919.0
2023-06-20,54.04,77693.2054,7100947.0
2023-06-21,53.96,77578.1895,5770027.0
2023-06-22,54.64,78555.8242,4083613.0
2023-06-23,53.97,77592.5665,9538142.0
2023-06-26,53.5,76916.8484,6553068.0
2023-06-27,53.49,76902.4714,6084905.0
2023-06-28,53.45,76844.9635,5305955.0
2023-06-29,53.29,76614.9318,6896517.0
2023-06-30,54.09,77765.0903,7238826.0
2023-07-03,53.54,76974.3563,3017837.0
2023-07-05,53.25,76557.4239,9640359.0
2023-07-06,52.88,76025.4756,4461292.0
2023-07-07,52.29,75177.2337,6370297.0
2023-07-10,52.7,75766.6899,6054591.0
2023-07-11,52.45,75407.2654,5115876.0
2023-07-12,52.46,75421.6424,5522051.0
2023-07-13,52.79,75896.0828,5174175.0
2023-07-14,53.03,76241.1303,3515467.0
2023-07-17,52.61,75637.2971,4713860.0
2023-07-18,52.81,75924.8367,5491706.0
2023-07-19,52.34,75249.1186,7254025.0
2023-07-20,53.46,76859.3405,7127001.0
2023-07-21,53.16,76428.031,6207431.0
2023-07-24,52.17,75004.7099,9391509.0
2023-07-25,52.41,75349.7575,7327430.0
2023-07-26,52.4,75335.3805,8374757.0
2023-07-27,52.64,75680.428,11333828.0
2023-07-28,51.69,74314.6148,10509430.0
2023-07-31,51.85,74544.6465,6513695.0
2023-08-01,51.89,74602.1545,4859642.0
2023-08-02,50.62,72776.2779,8031733.0
2023-08-03,50.88,74499.6796,6174920.0
2023-08-04,50.72,74265.4039,6327421.0
2023-08-07,50.73,74280.0461,8710369.0
2023-08-08,50.58,74060.4126,10957077.0
2023-08-09,51.06,74763.2398,5878381.0
2023-08-10,50.86,74470.3952,4508141.0
2023-08-11,51.03,74719.3131,4816559.0
2023-08-14,51.33,75158.5801,4907521.0
2023-08-15,51.68,75671.0582,5613618.0
2023-08-16,51.46,75348.9291,5995963.0
2023-08-17,50.94,74587.533,7076298.0
2023-08-18,50.19,73489.3656,7174700.0
2023-08-21,50.42,73826.1369,6199769.0
2023-08-22,50.41,73811.4947,6010652.0
2023-08-23,50.35,73723.6413,7909145.0
2023-08-24,50.43,73840.7792,7946314.0
2023-08-25,50.76,74323.9728,6581706.0
2023-08-28,53.79,78760.5693,21042883.0
2023-08-29,54.68,80063.728,12856443.0
2023-08-30,54.27,79463.3965,9036957.0
2023-08-31,53.94,78980.2028,8083157.0
2023-09-01,53.62,78511.6514,6879849.0
2023-09-05,53.3,78043.0999,6330647.0
2023-09-06,53.86,78863.0649,7705042.0
2023-09-07,53.89,78906.9916,7994198.0
2023-09-08,53.87,78877.7072,4419340.0
2023-09-11,54.56,79888.0212,6415931.0
2023-09-12,53.42,78218.8067,5643940.0
2023-09-13,53.2,77896.6776,5710223.0
2023-09-14,52.92,77486.6951,5574932.0
2023-09-15,52.9,77457.4106,14535192.0
2023-09-18,53.0,77603.8329,8139689.0
2023-09-19,53.03,77647.7596,7549134.0
2023-09-20,54.1,79214.4785,15134161.0
2023-09-21,53.97,79024.1295,10507415.0
2023-09-22,53.6,78482.3669,9439902.0
2023-09-25,53.8,78775.2115,6747199.0
2023-09-26,52.83,77354.915,7656016.0
2023-09-27,52.1,76286.032,8483273.0
2023-09-28,53.37,78145.5955,6579614.0
2023-09-29,52.8,77310.9883,11501697.0
2023-10-02,52.81,77325.6305,5259833.0
2023-10-03,51.54,75466.067,8414792.0
2023-10-04,51.55,75480.7092,10035702.0
2023-10-05,51.68,75671.0582,5477081.0
2023-10-06,52.12,76315.3165,6319143.0
2023-10-09,52.4,76725.299,5006654.0
2023-10-10,53.8,78775.2115,10592685.0
2023-10-11,50.91,74543.6063,17763736.0
2023-10-12,48.64,71219.8195,19234735.0
2023-10-13,49.52,72508.336,11188403.0
2023-10-16,50.1,73357.5855,7146982.0
2023-10-17,50.46,73884.7059,7423868.0
2023-10-18,50.71,74250.7617,7164662.0
2023-10-19,50.55,74016.4859,8528333.0
2023-10-20,50.05,73284.3743,6090909.0
2023-10-23,50.13,73401.5122,5745312.0
2023-10-24,50.96,74616.8175,10162431.0
2023-10-25,49.99,73196.5209,9612339.0
2023-10-26,49.78,72889.034,12274231.0
2023-10-27,49.52,72508.336,7452165.0
2023-10-30,50.05,73284.3743,8448179.0
2023-10-31,51.19,74953.5888,10120637.0
2023-11-01,51.66,75681.0103,7156141.0
2023-11-02,52.52,76940.8954,9901422.0
2023-11-03,52.53,76955.5453,9440527.0
2023-11-06,52.81,77365.7405,6054746.0
2023-11-07,52.17,76428.1515,6559534.0
2023-11-08,52.11,76340.2525,6989884.0
2023-11-09,51.43,75344.0642,7135166.0
2023-11-10,51.56,75534.512,7496222.0
2023-11-13,53.71,78684.225,12619447.0
2023-11-14,54.02,79138.3696,6031360.0
2023-11-15,53.85,78889.3225,5759851.0
2023-11-16,54.67,80090.6084,10875995.0
2023-11-17,54.34,79607.1641,5200225.0
2023-11-20,54.46,79782.962,4708685.0
2023-11-21,55.32,81042.8472,7228661.0
2023-11-22,55.43,81203.9953,5601118.0
2023-11-24,55.63,81496.9919,2476836.0
2023-11-27,55.69,81584.8909,5313739.0
2023-11-28,54.93,80471.5039,6450749.0
2023-11-29,55.44,81218.6452,4780411.0
2023-11-30,55.89,81877.8874,8346178.0
2023-12-01,56.14,82244.1331,4730456.0
2023-12-04,54.77,80237.1067,9420893.0
2023-12-05,54.88,80398.2548,5393248.0
2023-12-06,54.82,80310.3558,4837545.0
2023-12-07,55.03,80618.0022,4027818.0
2023-12-08,54.95,80500.8036,4300356.0
2023-12-11,55.26,80954.9483,3653377.0
2023-12-12,55.95,81965.7864,4625547.0
2023-12-13,56.48,82742.2272,6764536.0
2023-12-14,56.18,82302.7324,8267793.0
2023-12-15,55.81,81760.6888,10461314.0
2023-12-18,55.51,81321.194,6317604.0
2023-12-19,55.82,81775.3386,5898163.0
2023-12-20,54.98,80544.7531,5843955.0
2023-12-21,55.65,81526.2915,5138564.0
2023-12-22,55.9,81892.5372,5404295.0
2023-12-26,55.99,82024.3857,2834287.0
2023-12-27,56.02,82068.3352,3186590.0
2023-12-28,56.28,82449.2307,3382432.0
2023-12-29,57.81,84690.6543,10667450.0
