,DVN US Equity,DVN US Equity,DVN US Equity
2019-12-18,24.7,9487.27,9021709.0
2019-12-19,25.11,9644.751,7107424.0
2019-12-20,25.47,9783.027,14639338.0
2019-12-23,26.23,10074.943,6294122.0
2019-12-24,26.54,10194.014,2779996.0
2019-12-26,26.36,10124.876,3175581.0
2019-12-27,25.73,9882.893,3950917.0
2019-12-30,25.53,9806.073,3549698.0
2019-12-31,25.97,9975.077,3392020.0
2020-01-02,25.79,9905.939,5047066.0
2020-01-03,26.1,10025.01,6984169.0
2020-01-06,26.41,10144.081,4389707.0
2020-01-07,26.49,10174.809,6462429.0
2020-01-08,25.55,9813.755,8227487.0
2020-01-09,25.85,9928.985,7500190.0
2020-01-10,25.1,9640.91,5205875.0
2020-01-13,25.36,9740.776,4745173.0
2020-01-14,26.23,10074.943,6388516.0
2020-01-15,26.24,10078.784,5669161.0
2020-01-16,26.44,10155.604,6293543.0
2020-01-17,25.85,9928.985,5842579.0
2020-01-21,24.99,9598.659,5810070.0
2020-01-22,24.3,9333.63,8146489.0
2020-01-23,24.4,9372.04,5921408.0
2020-01-24,23.95,9199.195,5564879.0
2020-01-27,22.62,8688.342,6349022.0
2020-01-28,22.72,8726.752,5050190.0
2020-01-29,22.19,8523.179,5954024.0
2020-01-30,22.49,8638.409,5609178.0
2020-01-31,21.72,8342.652,7340524.0
2020-02-03,21.18,8135.238,5867440.0
2020-02-04,21.86,8396.426,6171026.0
2020-02-05,23.41,8991.781,6787524.0
2020-02-06,23.13,8884.233,5152786.0
2020-02-07,22.97,8822.777,3338514.0
2020-02-10,22.54,8657.614,3741446.0
2020-02-11,22.7,8719.07,3700773.0
2020-02-12,23.26,8934.166,4484131.0
2020-02-13,23.3,8949.53,5176490.0
2020-02-14,22.82,8765.162,7211001.0
2020-02-18,22.16,8511.656,9685350.0
2020-02-19,22.72,8699.488,10966686.0
2020-02-20,22.15,8481.235,7706528.0
2020-02-21,20.97,8029.413,9273967.0
2020-02-24,19.18,7344.022,10968812.0
2020-02-25,17.78,6807.962,10388934.0
2020-02-26,16.72,6402.088,10340357.0
2020-02-27,15.67,6000.043,13203419.0
2020-02-28,16.24,6218.296,13850497.0
2020-03-02,16.31,6245.099,11011963.0
2020-03-03,15.79,6045.991,11433168.0
2020-03-04,16.26,6225.954,8787214.0
2020-03-05,15.95,6107.255,9800306.0
2020-03-06,13.37,5119.373,13648390.0
2020-03-09,8.37,3204.873,24783079.0
2020-03-10,9.01,3449.929,20127665.0
2020-03-11,8.41,3220.189,15483944.0
2020-03-12,7.27,2783.683,14551025.0
2020-03-13,8.7,3331.23,18626639.0
2020-03-16,7.57,2898.553,14135811.0
2020-03-17,6.46,2473.534,13441316.0
2020-03-18,5.41,2071.489,14374573.0
2020-03-19,6.55,2507.995,14057907.0
2020-03-20,6.08,2328.032,18814854.0
2020-03-23,6.18,2366.322,13426513.0
2020-03-24,7.41,2837.289,14859806.0
2020-03-25,7.16,2741.564,12033096.0
2020-03-26,7.36,2818.144,13401283.0
2020-03-27,6.29,2408.441,13563137.0
2020-03-30,6.35,2431.415,19194775.0
2020-03-31,6.91,2645.839,14607579.0
2020-04-01,6.79,2599.891,16931549.0
2020-04-02,7.79,2982.791,24076444.0
2020-04-03,8.38,3208.702,17941902.0
2020-04-06,8.8,3369.52,13542083.0
2020-04-07,8.71,3335.059,14770885.0
2020-04-08,9.41,3603.089,11611266.0
2020-04-09,9.67,3702.643,24421246.0
2020-04-13,9.71,3717.959,11422381.0
2020-04-14,9.11,3488.219,11435582.0
2020-04-15,8.67,3319.743,10246919.0
2020-04-16,8.09,3097.661,6949219.0
2020-04-17,9.22,3530.338,12742929.0
2020-04-20,9.16,3507.364,12798875.0
2020-04-21,9.05,3465.245,14497626.0
2020-04-22,9.74,3727.9191,7396721.0
2020-04-23,10.57,4045.596,12396426.0
2020-04-24,10.52,4026.4588,16018609.0
2020-04-27,10.76,4118.3172,7466844.0
2020-04-28,10.97,4198.6932,8856029.0
2020-04-29,12.63,4834.047,11865381.0
2020-04-30,12.47,4772.8081,10380981.0
2020-05-01,11.15,4267.587,7152088.0
2020-05-04,11.42,4370.9277,6554265.0
2020-05-05,11.18,4279.0693,8942299.0
2020-05-06,11.49,4397.223,10874267.0
2020-05-07,12.01,4596.227,8928829.0
2020-05-08,12.7,4860.29,7419138.0
2020-05-11,12.46,4768.442,8113498.0
2020-05-12,12.4,4745.48,8833999.0
2020-05-13,11.53,4412.531,9738795.0
2020-05-14,11.66,4462.282,7713914.0
2020-05-15,11.95,4573.265,8335831.0
2020-05-18,13.12,5021.024,10694598.0
2020-05-19,12.31,4711.037,9861117.0
2020-05-20,12.42,4753.134,10717339.0
2020-05-21,12.29,4703.383,8138896.0
2020-05-22,12.14,4645.978,8327756.0
2020-05-26,12.31,4711.037,9076912.0
2020-05-27,12.43,4756.961,9418862.0
2020-05-28,11.66,4462.282,11209815.0
2020-05-29,10.81,4136.987,43105622.0
2020-06-01,11.7,4477.59,12175335.0
2020-06-02,12.16,4653.632,8460765.0
2020-06-03,12.52,4791.404,8261420.0
2020-06-04,12.72,4867.944,10409225.0
2020-06-05,14.6,5587.42,15550339.0
2020-06-08,15.76,6031.352,13064247.0
2020-06-09,14.55,5568.285,10895947.0
2020-06-10,13.67,5231.509,12575589.0
2020-06-11,12.2,4668.94,9180422.0
2020-06-12,12.8,4898.56,8107056.0
2020-06-15,12.89,4933.003,7488220.0
2020-06-16,13.3,5089.91,10075498.0
2020-06-17,12.63,4833.501,7580321.0
2020-06-18,12.95,4955.965,6610960.0
2020-06-19,12.94,4952.138,15559675.0
2020-06-22,12.7,4860.29,6084872.0
2020-06-23,12.38,4737.826,9560764.0
2020-06-24,11.25,4305.375,11073137.0
2020-06-25,11.7,4477.59,8708348.0
2020-06-26,10.94,4186.738,9114517.0
2020-06-29,11.12,4255.624,8125954.0
2020-06-30,11.34,4339.818,8480676.0
2020-07-01,11.1,4247.97,9292622.0
2020-07-02,11.24,4301.548,8120855.0
2020-07-06,11.16,4270.932,8733491.0
2020-07-07,10.35,3960.945,10357084.0
2020-07-08,10.36,3964.772,9995387.0
2020-07-09,9.8,3750.46,8992407.0
2020-07-10,10.19,3899.713,8822343.0
2020-07-13,9.96,3811.692,8218629.0
2020-07-14,10.43,3991.561,8370748.0
2020-07-15,10.74,4110.198,7685489.0
2020-07-16,10.67,4083.409,6045705.0
2020-07-17,10.29,3937.983,6261769.0
2020-07-20,10.27,3930.329,7695065.0
2020-07-21,11.35,4343.645,14806934.0
2020-07-22,11.07,4236.489,9684398.0
2020-07-23,10.88,4163.776,9172957.0
2020-07-24,10.7,4094.89,5428010.0
2020-07-27,10.43,3991.561,7119603.0
2020-07-28,10.34,3957.118,5853441.0
2020-07-29,10.84,4148.468,7501132.0
2020-07-30,10.34,3957.118,7693253.0
2020-07-31,10.49,4014.523,7554313.0
2020-08-03,10.6,4056.62,6596775.0
2020-08-04,11.09,4244.143,11389173.0
2020-08-05,12.04,4608.912,14173266.0
2020-08-06,11.77,4505.556,9407312.0
2020-08-07,12.11,4635.708,9433928.0
2020-08-10,12.64,4838.592,10311323.0
2020-08-11,12.36,4731.408,8952613.0
2020-08-12,12.51,4788.828,6984044.0
2020-08-13,11.84,4532.352,7692518.0
2020-08-14,12.12,4639.536,4218075.0
2020-08-17,11.74,4494.072,6813187.0
2020-08-18,11.34,4340.952,6895150.0
2020-08-19,11.09,4245.252,6724876.0
2020-08-20,10.69,4092.132,5064611.0
2020-08-21,10.44,3996.432,4932329.0
2020-08-24,10.78,4126.584,5947059.0
2020-08-25,10.98,4203.144,5796308.0
2020-08-26,10.7,4095.96,5244404.0
2020-08-27,10.76,4118.928,5458367.0
2020-08-28,11.1,4249.08,5612540.0
2020-08-31,10.87,4161.036,5002643.0
2020-09-01,10.91,4176.348,5748459.0
2020-09-02,10.66,4080.648,8443800.0
2020-09-03,10.47,4007.916,8122473.0
2020-09-04,10.55,4038.54,5498361.0
2020-09-08,9.62,3682.536,11081020.0
2020-09-09,9.58,3667.224,7062138.0
2020-09-10,8.87,3395.436,12149746.0
2020-09-11,8.97,3433.716,10429338.0
2020-09-14,9.12,3491.136,6228140.0
2020-09-15,9.23,3533.244,8890372.0
2020-09-16,9.76,3736.128,7847853.0
2020-09-17,9.95,3808.86,6791052.0
2020-09-18,9.78,3743.784,12580981.0
2020-09-21,9.27,3548.556,5664180.0
2020-09-22,9.2,3521.76,5359403.0
2020-09-23,8.68,3322.704,6896849.0
2020-09-24,8.96,3429.888,9167459.0
2020-09-25,8.82,3376.296,6859718.0
2020-09-28,9.8,3751.44,39400852.0
2020-09-29,9.57,3663.396,25320682.0
2020-09-30,9.46,3621.288,12237471.0
2020-10-01,9.1,3483.48,12066542.0
2020-10-02,9.6,3674.88,14637608.0
2020-10-05,10.15,3885.42,12036782.0
2020-10-06,9.73,3724.644,11454029.0
2020-10-07,9.87,3778.236,9363485.0
2020-10-08,10.32,3950.496,8721951.0
2020-10-09,10.07,3854.796,8986308.0
2020-10-12,9.86,3774.408,6470931.0
2020-10-13,9.5,3636.6,8267614.0
2020-10-14,9.32,3567.696,11721172.0
2020-10-15,9.42,3605.976,10028962.0
2020-10-16,8.95,3426.06,9139273.0
2020-10-19,8.86,3391.608,8942918.0
2020-10-20,8.97,3433.716,10046678.0
2020-10-21,8.63,3303.564,13997334.0
2020-10-22,9.34,3575.352,10618312.0
2020-10-23,9.36,3583.008,8760413.0
2020-10-26,8.81,3372.468,9174089.0
2020-10-27,8.69,3326.532,8523717.0
2020-10-28,8.1,3100.68,10995637.0
2020-10-29,8.45,3234.66,12843604.0
2020-10-30,8.93,3415.725,15696179.0
2020-11-02,9.43,3606.975,9494794.0
2020-11-03,9.64,3687.3,9359954.0
2020-11-04,9.81,3752.325,16189974.0
2020-11-05,10.05,3844.125,14737750.0
2020-11-06,9.77,3737.025,13372664.0
2020-11-09,11.33,4333.725,17784167.0
2020-11-10,11.76,4498.2,12157075.0
2020-11-11,11.66,4459.95,9467041.0
2020-11-12,11.22,4291.65,7157197.0
2020-11-13,11.78,4505.85,6256369.0
2020-11-16,12.53,4792.725,9010514.0
2020-11-17,13.11,5014.575,10544272.0
2020-11-18,12.76,4880.7,13030712.0
2020-11-19,13.56,5186.7,13796560.0
2020-11-20,13.16,5033.7,9144347.0
2020-11-23,14.48,5538.6,13055839.0
2020-11-24,15.3,5852.25,15286513.0
2020-11-25,15.12,5783.8231,8835462.0
2020-11-27,14.78,5653.7636,4805764.0
2020-11-30,13.99,5351.5665,11358955.0
2020-12-01,14.0,5355.3917,6990261.0
2020-12-02,14.8,5661.4141,11248507.0
2020-12-03,15.31,5856.5034,10305582.0
2020-12-04,16.72,6395.8678,13820332.0
2020-12-07,15.95,6101.3213,10100846.0
2020-12-08,15.97,6108.9719,10695904.0
2020-12-09,15.71,6009.5146,11767545.0
2020-12-10,16.57,6338.4886,9436689.0
2020-12-11,16.16,6181.6522,6840744.0
2020-12-14,15.37,5879.4551,8244669.0
2020-12-15,15.79,6040.1168,6705566.0
2020-12-16,15.91,6086.0202,11101610.0
2020-12-17,16.1,6158.7005,10290028.0
2020-12-18,15.63,5978.9123,18161883.0
2020-12-21,15.3,5852.6781,10013572.0
2020-12-22,14.83,5672.89,5472657.0
2020-12-23,15.66,5990.3882,6573905.0
2020-12-24,15.33,5864.1539,2793211.0
2020-12-28,15.35,5871.8045,5395615.0
2020-12-29,15.31,5856.5034,5649791.0
2020-12-30,16.14,6174.0016,8885654.0
2020-12-31,15.81,6047.7674,8597447.0
2021-01-04,16.13,6170.1763,10303755.0
2021-01-05,17.36,6640.6858,17603643.0
2021-01-06,18.32,7007.9126,89656114.0
2021-01-07,18.57,12484.7121,21497575.0
2021-01-08,18.11,12175.4516,13952038.0
2021-01-11,18.33,12323.3588,10891056.0
2021-01-12,19.71,13251.1403,17082408.0
2021-01-13,19.13,12861.2031,10870304.0
2021-01-14,20.28,13634.3544,12994706.0
2021-01-15,19.57,13157.0175,12581056.0
2021-01-19,20.0,13446.1089,10915447.0
2021-01-20,19.97,13425.9397,10245737.0
2021-01-21,18.39,12363.6971,21217986.0
2021-01-22,17.8,11981.3087,16633705.0
2021-01-25,17.37,11691.8726,15034543.0
2021-01-26,16.85,11341.8568,11023129.0
2021-01-27,17.21,11584.1754,15504055.0
2021-01-28,17.2,11577.4444,12285760.0
2021-01-29,16.46,11079.345,11201202.0
2021-02-01,16.76,11281.2772,9160487.0
2021-02-02,16.96,11415.8986,10544521.0
2021-02-03,18.2,12250.5516,10508844.0
2021-02-04,18.15,12216.8962,7402602.0
2021-02-05,17.9,12048.6194,9425314.0
2021-02-08,18.75,12620.7606,10309206.0
2021-02-09,18.87,12701.5334,8260972.0
2021-02-10,19.73,13280.4057,11604806.0
2021-02-11,19.3,12990.9696,7221140.0
2021-02-12,19.98,13448.6825,9125651.0
2021-02-16,20.87,14047.7479,14500260.0
2021-02-17,21.73,14626.463,13267033.0
2021-02-18,20.54,13825.474,10719848.0
2021-02-19,20.83,14020.673,9343799.0
2021-02-22,21.25,14303.375,19651010.0
2021-02-23,21.59,14532.229,17987015.0
2021-02-24,22.27,14989.937,15609181.0
2021-02-25,21.35,14370.685,17195291.0
2021-02-26,21.54,14498.574,16250070.0
2021-03-01,22.4,15077.44,11830955.0
2021-03-02,22.48,15131.288,10516975.0
2021-03-03,22.69,15272.639,13706139.0
2021-03-04,23.62,15898.622,19432590.0
2021-03-05,25.61,17238.091,25108239.0
2021-03-08,24.57,16538.067,22490319.0
2021-03-09,23.83,16039.973,11746010.0
2021-03-10,23.9,16087.09,16969663.0
2021-03-11,24.64,16585.184,13936636.0
2021-03-12,24.25,16322.675,9798672.0
2021-03-15,24.61,16564.991,10402729.0
2021-03-16,23.51,15824.581,9902649.0
2021-03-17,23.68,15939.008,11863688.0
2021-03-18,22.36,15050.516,17018564.0
2021-03-19,22.7,15279.37,18103687.0
2021-03-22,22.33,15030.323,11954238.0
2021-03-23,21.74,14633.194,13197930.0
2021-03-24,22.34,15037.054,11052333.0
2021-03-25,22.35,15043.785,9282934.0
2021-03-26,22.74,15306.294,11916266.0
2021-03-29,21.85,14707.235,10882129.0
2021-03-30,22.0,14808.2,8036157.0
2021-03-31,21.85,14707.235,9276051.0
2021-04-01,23.5,15817.85,14127471.0
2021-04-05,22.46,15117.826,11309052.0
2021-04-06,22.78,15333.218,12527813.0
2021-04-07,22.52,15158.212,7821358.0
2021-04-08,22.34,15037.054,7749200.0
2021-04-09,22.04,14835.124,6826615.0
2021-04-12,21.88,14727.428,7475509.0
2021-04-13,21.69,14599.539,7356633.0
2021-04-14,22.49,15138.019,11993182.0
2021-04-15,22.37,15057.247,6988419.0
2021-04-16,21.88,14727.428,6568509.0
2021-04-19,22.03,14828.393,8624901.0
2021-04-20,20.97,14114.907,13799116.0
2021-04-21,21.17,14249.527,7001206.0
2021-04-22,21.0,14135.1,6503717.0
2021-04-23,21.44,14512.4124,5023260.0
2021-04-26,21.87,14803.4729,7863367.0
2021-04-27,22.14,14986.2319,7321456.0
2021-04-28,24.03,16265.5443,15830714.0
2021-04-29,24.07,16292.6197,11527990.0
2021-04-30,23.38,15825.5691,8597715.0
2021-05-03,23.62,15988.0215,10247472.0
2021-05-04,23.45,15872.9511,10921306.0
2021-05-05,25.23,17078.187,22502595.0
2021-05-06,25.27,17105.263,11220893.0
2021-05-07,26.22,17748.318,13226768.0
2021-05-10,26.01,17606.169,13095305.0
2021-05-11,25.74,17423.406,10516829.0
2021-05-12,25.58,17315.102,14191001.0
2021-05-13,24.75,16753.275,10783509.0
2021-05-14,26.38,17856.622,10102372.0
2021-05-17,27.19,18404.911,12044409.0
2021-05-18,26.24,17761.856,13291291.0
2021-05-19,25.28,17112.032,13867323.0
2021-05-20,25.26,17098.494,7717509.0
2021-05-21,25.35,17159.415,8636067.0
2021-05-24,25.95,17565.555,9454722.0
2021-05-25,25.8,17464.02,13301396.0
2021-05-26,26.41,17876.929,8220125.0
2021-05-27,26.65,18039.385,14805102.0
2021-05-28,26.56,17978.464,6135409.0
2021-06-01,30.2,20442.38,37271812.0
2021-06-02,30.8,20848.52,16381902.0
2021-06-03,31.17,21098.973,10345029.0
2021-06-04,31.66,21430.654,9923301.0
2021-06-07,30.92,20929.748,9893697.0
2021-06-08,30.85,20882.365,9744860.0
2021-06-09,29.93,20259.617,9713081.0
2021-06-10,29.39,19894.091,11263722.0
2021-06-11,29.29,19826.401,6377142.0
2021-06-14,28.98,19616.562,7983167.0
2021-06-15,29.6,20036.24,7208944.0
2021-06-16,29.06,19670.714,9412515.0
2021-06-17,27.59,18675.671,14957231.0
2021-06-18,26.75,18107.075,16743639.0
2021-06-21,28.6,19359.34,10531187.0
2021-06-22,28.54,19318.726,7999336.0
2021-06-23,29.1,19697.79,9484607.0
2021-06-24,29.74,20131.006,9092922.0
2021-06-25,29.76,20144.544,10966757.0
2021-06-28,28.41,19230.729,12320626.0
2021-06-29,28.02,18966.738,8817825.0
2021-06-30,29.19,19758.711,10819442.0
2021-07-01,29.96,20279.924,11461046.0
2021-07-02,29.23,19785.787,9168764.0
2021-07-06,27.84,18844.896,15099750.0
2021-07-07,27.53,18635.057,13731970.0
2021-07-08,27.76,18790.744,10291025.0
2021-07-09,28.65,19393.185,8812193.0
2021-07-12,28.7,19427.03,8413402.0
2021-07-13,28.97,19609.793,9897442.0
2021-07-14,27.3,18479.37,16498197.0
2021-07-15,26.65,18039.385,13428852.0
2021-07-16,25.78,17450.482,13530958.0
2021-07-19,24.93,16875.117,16836915.0
2021-07-20,25.33,17145.877,13312349.0
2021-07-21,26.34,17829.546,9063805.0
2021-07-22,25.99,17592.631,6993189.0
2021-07-23,25.62,17342.178,7984507.0
2021-07-26,26.65,18039.385,8333013.0
2021-07-27,25.94,17558.786,8499652.0
2021-07-28,26.46,17910.774,6879269.0
2021-07-29,26.63,18025.847,6009792.0
2021-07-30,25.84,17491.096,9261991.0
2021-08-02,25.49,17254.181,8739178.0
2021-08-03,26.21,17741.549,10435596.0
2021-08-04,25.29,17121.33,12758755.0
2021-08-05,26.63,18028.51,10407648.0
2021-08-06,27.01,18285.77,7952535.0
2021-08-09,26.64,18035.28,7787349.0
2021-08-10,27.65,18719.05,8156392.0
2021-08-11,28.0,18956.0,6996196.0
2021-08-12,28.47,19274.19,7315477.0
2021-08-13,28.01,18962.77,5643515.0
2021-08-16,27.17,18394.09,8977455.0
2021-08-17,26.91,18218.07,8292499.0
2021-08-18,26.14,17696.78,7773713.0
2021-08-19,25.34,17155.18,15530429.0
2021-08-20,25.7,17398.9,8944399.0
2021-08-23,27.26,18455.02,7807098.0
2021-08-24,28.53,19314.81,10505502.0
2021-08-25,29.24,19795.48,10566960.0
2021-08-26,29.09,19693.93,11960295.0
2021-08-27,30.36,20553.72,13653801.0
2021-08-30,29.78,20161.06,7964381.0
2021-08-31,29.55,20005.35,11534773.0
2021-09-01,28.24,19118.48,20558964.0
2021-09-02,29.32,19849.64,11714663.0
2021-09-03,29.17,19748.09,7306165.0
2021-09-07,29.06,19673.62,5940408.0
2021-09-08,28.23,19111.71,8874027.0
2021-09-09,28.45,19260.65,9205681.0
2021-09-10,28.07,19003.39,6582658.0
2021-09-13,28.92,19578.84,9789221.0
2021-09-14,28.27,19138.79,9044128.0
2021-09-15,30.33,20533.41,20487859.0
2021-09-16,30.31,20519.87,10065441.0
2021-09-17,29.79,20167.83,24722901.0
2021-09-20,28.18,19077.86,14190300.0
2021-09-21,28.49,19287.73,11105200.0
2021-09-22,30.44,20607.88,15922237.0
2021-09-23,32.8,22205.6,15590381.0
2021-09-24,33.09,22401.93,10329366.0
2021-09-27,35.0,23695.0,17222081.0
2021-09-28,35.13,23783.01,15516927.0
2021-09-29,35.75,24202.75,13299069.0
2021-09-30,35.51,24040.27,15489453.0
2021-10-01,36.81,24920.37,14253510.0
2021-10-04,38.76,26240.52,19176257.0
2021-10-05,40.08,27134.16,19210482.0
2021-10-06,38.68,26186.36,16983627.0
2021-10-07,38.4,25996.8,14063235.0
2021-10-08,39.86,26985.22,10952775.0
2021-10-11,39.45,26707.65,10102066.0
2021-10-12,39.25,26572.25,9319268.0
2021-10-13,38.99,26396.23,7696779.0
2021-10-14,39.78,26931.06,7630875.0
2021-10-15,40.1,27147.7,7737475.0
2021-10-18,40.52,27432.04,11777256.0
2021-10-19,40.3,27283.1,16074348.0
2021-10-20,40.91,27696.07,10565069.0
2021-10-21,39.7,26876.9,9937790.0
2021-10-22,40.44,27377.88,7334534.0
2021-10-25,40.66,27526.82,8639460.0
2021-10-26,41.51,28102.27,6662953.0
2021-10-27,39.61,26815.97,9047139.0
2021-10-28,40.5,27418.5,5849198.0
2021-10-29,40.08,27134.16,7957489.0
2021-11-01,41.99,28427.23,13381663.0
2021-11-02,41.98,28420.46,9657229.0
2021-11-03,41.97,28413.69,15035578.0
2021-11-04,42.36,28677.72,11428016.0
2021-11-05,43.58,29503.66,8681719.0
2021-11-08,44.12,29869.24,8016444.0
2021-11-09,43.99,29781.23,7071022.0
2021-11-10,42.33,28657.41,9206535.0
2021-11-11,42.72,28921.44,6521094.0
2021-11-12,42.58,28826.66,5994783.0
2021-11-15,43.18,29232.86,8705803.0
2021-11-16,43.43,29402.11,5649065.0
2021-11-17,42.29,28630.33,7821659.0
2021-11-18,43.32,29327.64,8315432.0
2021-11-19,40.6,27486.2,14553027.0
2021-11-22,41.14,27851.78,10700534.0
2021-11-23,43.44,29408.88,11163991.0
2021-11-24,45.09,30525.93,12219092.0
2021-11-26,42.7,28907.9,15887505.0
2021-11-29,43.92,29733.84,10617091.0
2021-11-30,42.06,28474.62,18070042.0
2021-12-01,40.84,27648.68,12628032.0
2021-12-02,41.59,28156.43,13679347.0
2021-12-03,41.77,28278.29,9960229.0
2021-12-06,42.36,28677.72,8408001.0
2021-12-07,45.12,30546.24,13003803.0
2021-12-08,44.91,30404.07,8233282.0
2021-12-09,42.32,28650.64,10979606.0
2021-12-10,43.42,29395.34,8017455.0
2021-12-13,41.06,27797.62,9522815.0
2021-12-14,40.34,27310.18,11249699.0
2021-12-15,39.98,27066.46,14637145.0
2021-12-16,40.36,27323.72,10233974.0
2021-12-17,39.2,26538.4,20555924.0
2021-12-20,38.26,25902.02,20487429.0
2021-12-21,41.31,27966.87,15177943.0
2021-12-22,42.29,28630.33,7569792.0
2021-12-23,42.05,28467.85,5399872.0
