,MAS US Equity,MAS US Equity,MAS US Equity
2019-12-24,47.99,13728.6596,475289.0
2019-12-26,48.17,13780.1528,1058288.0
2019-12-27,48.13,13768.7099,948907.0
2019-12-30,48.09,13757.267,1493774.0
2019-12-31,47.99,13728.6596,2128343.0
2020-01-02,48.27,13808.7602,2145612.0
2020-01-03,47.9,13702.913,2127757.0
2020-01-06,47.53,13597.0659,3314542.0
2020-01-07,47.08,13468.3329,2025872.0
2020-01-08,47.46,13577.0408,2549060.0
2020-01-09,47.42,13565.5978,1598514.0
2020-01-10,47.28,13525.5476,1934838.0
2020-01-13,47.76,13662.8628,2597326.0
2020-01-14,47.56,13605.6481,1997327.0
2020-01-15,48.01,13734.3811,2700291.0
2020-01-16,48.9,13988.9864,3335923.0
2020-01-17,49.09,14043.3403,2353277.0
2020-01-21,49.32,14109.1372,2312011.0
2020-01-22,49.29,14100.555,2017977.0
2020-01-23,49.41,14134.8838,2405619.0
2020-01-24,48.55,13888.8607,2834957.0
2020-01-27,47.96,13720.0774,2189354.0
2020-01-28,48.73,13940.3539,1767625.0
2020-01-29,48.0,13731.5204,1685076.0
2020-01-30,48.69,13928.911,1978421.0
2020-01-31,47.52,13594.2052,2796533.0
2020-02-03,48.2,13788.735,1872019.0
2020-02-04,49.09,14043.3403,1615970.0
2020-02-05,49.9,14275.0597,2087584.0
2020-02-06,49.53,14169.2126,2092654.0
2020-02-07,48.81,13963.2398,2470423.0
2020-02-10,49.65,14203.5414,3332802.0
2020-02-11,47.53,13200.7493,8008200.0
2020-02-12,47.06,13070.2138,2739695.0
2020-02-13,46.49,12911.9048,5014411.0
2020-02-14,45.61,12667.4979,4298575.0
2020-02-18,45.55,12650.8338,2354852.0
2020-02-19,45.03,12506.4116,1594754.0
2020-02-20,45.4,12609.1735,2093611.0
2020-02-21,45.18,12548.0718,2480175.0
2020-02-24,45.1,12525.853,4675580.0
2020-02-25,44.3,12303.6649,5313618.0
2020-02-26,44.33,12311.997,5367975.0
2020-02-27,43.1,11970.3828,4975711.0
2020-02-28,41.32,11476.0143,6457446.0
2020-03-02,43.35,12039.8166,4842986.0
2020-03-03,43.17,11989.8243,5081916.0
2020-03-04,45.19,12550.8492,2996940.0
2020-03-05,43.94,12203.6803,3824210.0
2020-03-06,42.1,11692.6477,4037459.0
2020-03-09,39.04,10842.7783,4787356.0
2020-03-10,40.82,11337.1468,4067511.0
2020-03-11,39.53,10978.8685,5334186.0
2020-03-12,37.38,10381.738,7414355.0
2020-03-13,39.79,11051.0796,6812127.0
2020-03-16,35.14,9759.6114,5932091.0
2020-03-17,36.39,10106.7803,5464818.0
2020-03-18,33.61,9334.6767,4571245.0
2020-03-19,32.58,9048.6096,3639091.0
2020-03-20,29.47,8184.8534,5973384.0
2020-03-23,27.53,7646.0473,6273868.0
2020-03-24,31.62,8781.9839,5726101.0
2020-03-25,34.12,9476.3216,5396996.0
2020-03-26,35.7,9915.1431,5241770.0
2020-03-27,34.65,9623.5212,6443592.0
2020-03-30,35.27,9795.717,3976578.0
2020-03-31,34.57,9118.0232,5034878.0
2020-04-01,33.2,8756.6784,4561580.0
2020-04-02,33.01,8706.5649,4024800.0
2020-04-03,32.41,8548.3116,4647758.0
2020-04-06,35.38,9331.6651,5637770.0
2020-04-07,37.41,9867.0885,5582675.0
2020-04-08,39.54,10428.8874,4781745.0
2020-04-09,40.37,10647.8044,3166091.0
2020-04-13,39.41,10394.5992,3311031.0
2020-04-14,39.71,10473.7259,3648990.0
2020-04-15,38.23,10083.3679,3293408.0
2020-04-16,39.09,10310.1975,4543551.0
2020-04-17,39.99,10547.5774,4563728.0
2020-04-20,39.05,10299.6473,3190237.0
2020-04-21,38.46,10144.0316,3064139.0
2020-04-22,39.25,10352.3984,3163859.0
2020-04-23,39.68,10465.8132,2995161.0
2020-04-24,40.05,10563.4027,3715641.0
2020-04-27,41.53,10953.7606,2747476.0
2020-04-28,41.72,11003.8742,4198374.0
2020-04-29,41.5,10945.848,5899844.0
2020-04-30,41.04,10824.5205,4245556.0
2020-05-01,40.04,10560.7651,3075890.0
2020-05-04,39.84,10508.0141,3467240.0
2020-05-05,40.82,10766.4943,4067569.0
2020-05-06,41.29,10890.4594,3098042.0
2020-05-07,41.55,10959.0357,2775964.0
2020-05-08,42.14,11114.6514,3792203.0
2020-05-11,41.54,10956.3982,2398100.0
2020-05-12,40.15,10589.7782,2546162.0
2020-05-13,39.86,10513.2892,3383522.0
2020-05-14,41.39,10916.8349,3682589.0
2020-05-15,42.72,11267.6295,3177631.0
2020-05-18,44.43,11718.6512,5549077.0
2020-05-19,45.16,11911.1926,3446501.0
2020-05-20,45.92,12111.6467,3652260.0
2020-05-21,44.94,11853.1665,3347695.0
2020-05-22,44.82,11821.5158,2935074.0
2020-05-26,46.79,12341.1139,3912800.0
2020-05-27,47.07,12414.9654,4110318.0
2020-05-28,46.83,12351.6641,2353297.0
2020-05-29,46.65,12304.1882,3857013.0
2020-06-01,46.7,12317.3759,2194591.0
2020-06-02,47.5,12528.3802,2973018.0
2020-06-03,48.56,12807.9609,2594824.0
2020-06-04,47.8,12607.5068,3240243.0
2020-06-05,48.63,12826.4238,4219030.0
2020-06-08,48.31,12742.0221,2921477.0
2020-06-09,47.84,12618.057,2448307.0
2020-06-10,47.76,12596.9566,2522843.0
2020-06-11,45.53,12008.7821,3340408.0
2020-06-12,45.79,12077.3585,2863574.0
2020-06-15,47.03,12404.4152,2850778.0
2020-06-16,48.33,12747.2972,3151043.0
2020-06-17,48.38,12760.4849,3485129.0
2020-06-18,48.26,12728.8343,2951721.0
2020-06-19,48.49,12789.498,7482356.0
2020-06-22,49.21,12979.4019,3887539.0
2020-06-23,49.1,12950.3888,3314431.0
2020-06-24,47.73,12589.044,2572639.0
2020-06-25,48.7,12844.8867,3286420.0
2020-06-26,48.3,12739.3845,4512308.0
2020-06-29,48.88,12892.3626,2481384.0
2020-06-30,50.21,13243.1573,3501283.0
2020-07-01,49.65,13095.4543,2276340.0
2020-07-02,50.14,13224.6944,2163106.0
2020-07-06,50.34,13277.4455,2511411.0
2020-07-07,50.02,13193.0438,2116796.0
2020-07-08,50.19,13237.8822,2176262.0
2020-07-09,49.69,13106.0045,1848533.0
2020-07-10,49.8,13135.0176,1674334.0
2020-07-13,49.95,13174.5809,2411508.0
2020-07-14,51.03,13459.4367,3162296.0
2020-07-15,51.53,13591.3144,2431667.0
2020-07-16,52.34,13804.9562,1838479.0
2020-07-17,53.31,14060.7989,2402779.0
2020-07-20,53.42,14089.812,2167201.0
2020-07-21,53.9,14216.4146,1651919.0
2020-07-22,55.15,14546.1088,1744830.0
2020-07-23,54.3,14321.9168,2341883.0
2020-07-24,54.1,14269.1657,1806552.0
2020-07-27,55.89,14741.2878,2190669.0
2020-07-28,54.48,14369.3927,2514781.0
2020-07-29,56.34,14859.9777,2158025.0
2020-07-30,57.03,14915.1728,2714261.0
2020-07-31,57.16,14949.1719,2861036.0
2020-08-03,57.72,15095.6299,1703578.0
2020-08-04,57.26,14975.3251,2006621.0
2020-08-05,57.09,14930.8647,2177580.0
2020-08-06,57.43,15019.7856,1407822.0
2020-08-07,58.17,15213.3193,1702244.0
2020-08-10,58.33,15255.1644,1665891.0
2020-08-11,57.17,14951.7872,2659441.0
2020-08-12,58.21,15223.7806,1558033.0
2020-08-13,58.22,15226.3959,1630622.0
2020-08-14,57.96,15158.3976,957907.0
2020-08-17,59.19,15480.082,1265670.0
2020-08-18,58.9,15404.2377,1896086.0
2020-08-19,58.5,15299.6249,1070486.0
2020-08-20,58.0,15168.8588,902074.0
2020-08-21,58.7,15351.9313,1094375.0
2020-08-24,59.07,15448.6981,961708.0
2020-08-25,59.34,15519.3118,1510387.0
2020-08-26,59.1,15456.5441,1280588.0
2020-08-27,58.4,15273.4717,1198723.0
2020-08-28,58.54,15310.0861,1634956.0
2020-08-31,58.3,15247.3185,1800761.0
2020-09-01,59.36,15524.5424,1417012.0
2020-09-02,59.83,15647.4625,1568882.0
2020-09-03,57.16,14949.1719,1757600.0
2020-09-04,56.42,14755.6382,1510817.0
2020-09-08,56.0,14645.7947,1659858.0
2020-09-09,57.95,15155.7822,1670483.0
2020-09-10,57.69,15087.7839,1657563.0
2020-09-11,58.54,15310.0861,1595344.0
2020-09-14,59.4,15535.0037,1820951.0
2020-09-15,59.15,15469.6207,1850755.0
2020-09-16,59.07,15448.6981,2174621.0
2020-09-17,57.55,15051.1694,2748964.0
2020-09-18,57.69,15087.7839,3340972.0
2020-09-21,55.89,14617.0262,2164237.0
2020-09-22,56.58,14797.4833,2451019.0
2020-09-23,54.28,14195.9596,2318618.0
2020-09-24,54.49,14250.8814,3164887.0
2020-09-25,54.99,14381.6474,1874748.0
2020-09-28,56.72,14834.0978,2438999.0
2020-09-29,56.12,14677.1786,1457279.0
2020-09-30,55.13,14418.2619,4448674.0
2020-10-01,55.14,14420.8772,2476326.0
2020-10-02,55.29,14460.107,1404094.0
2020-10-05,56.07,14664.102,1407990.0
2020-10-06,54.35,14214.2669,2046424.0
2020-10-07,55.89,14617.0262,1716022.0
2020-10-08,57.34,14996.2477,1745547.0
2020-10-09,57.47,15030.2469,1811943.0
2020-10-12,57.68,15085.1686,2278004.0
2020-10-13,56.71,14831.4825,1786948.0
2020-10-14,56.88,14875.9429,1078929.0
2020-10-15,57.45,15025.0162,959713.0
2020-10-16,57.46,15027.6315,1268684.0
2020-10-19,55.87,14611.7956,1150148.0
2020-10-20,56.18,14692.8705,1444036.0
2020-10-21,56.11,14674.5633,1389827.0
2020-10-22,55.44,14499.3368,1403414.0
2020-10-23,54.76,14321.495,2142200.0
2020-10-26,53.95,14109.654,1929314.0
2020-10-27,53.57,14010.2719,2629647.0
2020-10-28,53.77,14070.3127,3158633.0
2020-10-29,53.97,14122.6478,1997969.0
2020-10-30,53.6,14025.8278,2374733.0
2020-11-02,54.74,14324.1383,1802494.0
2020-11-03,55.96,14643.3829,1355198.0
2020-11-04,57.32,14999.2621,1672937.0
2020-11-05,57.67,15090.8486,1384482.0
2020-11-06,58.07,15195.519,2002795.0
2020-11-09,53.74,14062.4624,3089416.0
2020-11-10,53.57,14017.9775,3255948.0
2020-11-11,54.65,14300.5874,2446006.0
2020-11-12,54.08,14151.4322,1609338.0
2020-11-13,55.15,14431.4254,1331802.0
2020-11-16,55.29,14468.06,1783913.0
2020-11-17,55.72,14580.5806,1656059.0
2020-11-18,55.03,14400.0243,1696137.0
2020-11-19,55.24,14454.9762,984969.0
2020-11-20,54.6,14287.5036,1638571.0
2020-11-23,55.2,14444.5092,1488788.0
2020-11-24,54.63,14295.3539,2254032.0
2020-11-25,54.16,14172.3663,1374417.0
2020-11-27,54.24,14193.3003,763245.0
2020-11-30,53.67,14044.1451,2379890.0
2020-12-01,53.83,14086.0132,2808276.0
2020-12-02,51.82,13560.0447,2878435.0
2020-12-03,52.06,13622.8469,1808103.0
2020-12-04,51.59,13499.8592,2174971.0
2020-12-07,52.63,13772.0021,2493395.0
2020-12-08,52.13,13641.1642,1983023.0
2020-12-09,54.05,14143.5819,3145920.0
2020-12-10,54.46,14250.869,3085516.0
2020-12-11,54.35,14222.0847,3289132.0
2020-12-14,55.06,14407.8746,2966311.0
2020-12-15,54.75,14326.755,2147479.0
2020-12-16,54.51,14263.9528,2478571.0
2020-12-17,55.28,14465.4433,1593579.0
2020-12-18,55.59,14546.5628,3934287.0
2020-12-21,55.77,14593.6644,2062001.0
2020-12-22,56.63,14818.7057,2295932.0
2020-12-23,56.23,14714.0354,1609470.0
2020-12-24,56.79,14860.5738,674605.0
2020-12-28,55.39,14494.2276,1524833.0
2020-12-29,54.65,14300.5874,1296326.0
2020-12-30,54.77,14331.9886,791535.0
2020-12-31,54.93,14373.8567,1157934.0
2021-01-04,53.68,14046.7618,3107319.0
2021-01-05,52.89,13840.0379,2224331.0
2021-01-06,55.2,14444.5092,5647048.0
2021-01-07,55.04,14402.641,1873217.0
2021-01-08,54.16,14172.3663,1743226.0
2021-01-11,55.85,14614.5985,3093796.0
2021-01-12,56.52,14789.9214,1577905.0
2021-01-13,56.06,14669.5504,1747228.0
2021-01-14,56.61,14813.4722,2042915.0
2021-01-15,56.09,14677.4007,2152331.0
2021-01-19,56.4,14758.5203,1680753.0
2021-01-20,58.43,15289.7223,2264625.0
2021-01-21,58.02,15182.4352,1960021.0
2021-01-22,57.52,15051.5973,1713142.0
2021-01-25,57.62,15077.7648,2110445.0
2021-01-26,55.28,14465.4433,2317486.0
2021-01-27,54.36,14224.7014,2282197.0
2021-01-28,55.02,14397.4075,2721204.0
2021-01-29,54.31,14211.6176,2291778.0
2021-02-01,55.08,14413.1081,1696373.0
2021-02-02,55.37,14488.9941,1464828.0
2021-02-03,55.48,14517.7784,1232409.0
2021-02-04,55.92,14632.9158,1487686.0
2021-02-05,56.42,14763.7538,1546686.0
2021-02-08,57.33,15001.8788,1911467.0
2021-02-09,56.29,14729.7359,3083713.0
2021-02-10,55.28,14214.829,3546082.0
2021-02-11,55.01,14145.4006,2320129.0
2021-02-12,54.95,14129.972,1917341.0
2021-02-16,53.48,13751.9728,2144667.0
2021-02-17,54.22,13942.2581,2186953.0
2021-02-18,53.95,13872.8297,1218780.0
2021-02-19,54.6,14039.9722,2501292.0
2021-02-22,54.36,13978.258,1504318.0
2021-02-23,53.73,13816.2584,2416590.0
2021-02-24,53.81,13836.8297,1893069.0
2021-02-25,52.93,13610.5445,1709337.0
2021-02-26,53.22,13685.1158,2145559.0
2021-03-01,54.48,14009.1151,1675843.0
2021-03-02,53.99,13883.1154,1845078.0
2021-03-03,53.22,13685.1158,1822917.0
2021-03-04,52.84,13587.4017,2933957.0
2021-03-05,54.29,13960.2581,2063365.0
2021-03-08,54.85,14104.2578,1691664.0
2021-03-09,55.36,14235.4004,2121663.0
2021-03-10,56.83,14613.3996,2554511.0
2021-03-11,57.05,14669.971,1384571.0
2021-03-12,56.84,14615.9711,1628727.0
2021-03-15,57.48,14780.5422,3087756.0
2021-03-16,56.94,14641.6853,2022866.0
2021-03-17,57.02,14662.2567,1731375.0
2021-03-18,57.1,14682.8281,1566057.0
2021-03-19,57.32,14739.3994,3300861.0
2021-03-22,57.79,14860.2563,1706734.0
2021-03-23,56.88,14626.2568,1684656.0
2021-03-24,57.3,14734.2565,1320078.0
2021-03-25,58.03,14921.9705,1498411.0
2021-03-26,60.05,15441.398,1728475.0
2021-03-29,60.13,15461.9694,1735552.0
2021-03-30,60.01,15431.1123,1921539.0
2021-03-31,59.9,15402.8266,1707249.0
2021-04-01,60.99,15485.6012,1879325.0
2021-04-05,61.8,15691.2634,1224435.0
2021-04-06,62.43,15851.2228,2581699.0
2021-04-07,61.1,15513.5306,2362527.0
2021-04-08,61.52,15620.1703,2103942.0
2021-04-09,62.98,15990.87,1301931.0
2021-04-12,63.19,16044.1898,1542593.0
2021-04-13,62.79,15942.6283,1526286.0
2021-04-14,62.48,15863.918,1396778.0
2021-04-15,63.21,16049.2679,1821386.0
2021-04-16,64.59,16399.6554,3050659.0
2021-04-19,64.55,16389.4992,1397951.0
2021-04-20,63.5,16122.9001,1706538.0
2021-04-21,64.05,16262.5472,973865.0
2021-04-22,64.07,16267.6253,1595685.0
2021-04-23,64.75,16440.28,1644907.0
2021-04-26,63.4,16097.5097,1627604.0
2021-04-27,63.57,16140.6733,1860477.0
2021-04-28,63.99,16239.7567,2401285.0
2021-04-29,64.94,16480.8532,1592378.0
2021-04-30,63.88,16211.8402,1992176.0
2021-05-03,65.14,16531.6104,1262582.0
2021-05-04,65.54,16633.1247,1514443.0
2021-05-05,65.52,16628.049,1100762.0
2021-05-06,66.05,16762.5555,1410487.0
2021-05-07,66.86,16968.1221,1314584.0
2021-05-10,67.11,17031.5685,1913781.0
2021-05-11,64.69,16417.4068,2405024.0
2021-05-12,62.12,15765.1771,3011419.0
2021-05-13,63.77,16183.9238,1658071.0
2021-05-14,64.15,16280.3624,1407878.0
2021-05-17,63.81,16194.0752,2118694.0
2021-05-18,61.65,15645.8978,2359270.0
2021-05-19,61.44,15592.6027,3128918.0
2021-05-20,61.23,15539.3077,1430560.0
2021-05-21,60.67,15397.1876,1721155.0
2021-05-24,60.65,15392.1119,1303492.0
2021-05-25,61.05,15493.6263,1846256.0
2021-05-26,61.15,15519.0048,1285575.0
2021-05-27,60.47,15346.4305,2741166.0
2021-05-28,60.31,15305.8247,1519690.0
2021-06-01,60.62,15384.4983,2023435.0
2021-06-02,59.39,15072.3418,2030672.0
2021-06-03,59.09,14996.206,1788660.0
2021-06-04,59.78,15171.3182,1702284.0
2021-06-07,59.24,15034.2739,1504726.0
2021-06-08,59.18,15019.0467,1576432.0
2021-06-09,58.41,14823.6316,2263704.0
2021-06-10,58.45,14833.783,2356381.0
2021-06-11,58.75,14909.9188,2342957.0
2021-06-14,58.85,14935.2974,3872000.0
2021-06-15,59.45,15087.5689,3143919.0
2021-06-16,58.91,14950.5245,3921234.0
2021-06-17,59.12,15003.8196,3539822.0
2021-06-18,57.86,14684.0494,5785756.0
2021-06-21,58.58,14866.7752,1860096.0
2021-06-22,58.45,14833.783,1824822.0
2021-06-23,57.75,14656.133,1949403.0
2021-06-24,57.6,14618.0651,2536444.0
2021-06-25,57.98,14714.5037,2495526.0
2021-06-28,58.11,14747.4959,1773466.0
2021-06-29,58.14,14755.1094,1758241.0
2021-06-30,58.91,14950.5245,2550666.0
2021-07-01,58.82,14927.6838,2026757.0
2021-07-02,58.73,14904.8431,1448513.0
2021-07-06,57.95,14706.8901,2122629.0
2021-07-07,58.46,14836.3209,3092687.0
2021-07-08,57.51,14595.2243,2367993.0
2021-07-09,58.45,14833.783,1663530.0
2021-07-12,58.66,14887.0781,1669345.0
2021-07-13,58.36,14810.9423,1667521.0
2021-07-14,58.45,14833.783,1897817.0
2021-07-15,58.58,14866.7752,1804407.0
2021-07-16,59.14,15008.8953,1748256.0
2021-07-19,59.08,14993.6681,2642770.0
2021-07-20,59.13,15006.3574,2316764.0
2021-07-21,59.5,15100.2582,1271690.0
2021-07-22,58.95,14960.676,1479389.0
2021-07-23,59.78,15171.3182,1168569.0
2021-07-26,59.32,15054.5767,1516670.0
2021-07-27,59.71,15153.5532,1857231.0
2021-07-28,59.65,15138.3261,2156624.0
2021-07-29,58.66,14498.5791,3354033.0
2021-07-30,59.71,14758.1002,3146728.0
2021-08-02,59.34,14666.6499,1826789.0
2021-08-03,60.33,14911.3413,2391702.0
2021-08-04,59.95,14817.4193,1493206.0
2021-08-05,60.49,14950.8873,1324597.0
2021-08-06,60.43,14936.0576,1653066.0
2021-08-09,59.18,14627.1039,1411328.0
2021-08-10,59.99,14827.3059,2268998.0
2021-08-11,61.95,15311.7452,2491873.0
2021-08-12,62.2,15373.536,1779895.0
2021-08-13,62.6,15472.4012,2129848.0
2021-08-16,62.93,15553.9649,1170569.0
2021-08-17,61.32,15156.0326,1946808.0
2021-08-18,59.91,14807.5328,2316662.0
2021-08-19,59.99,14827.3059,1322160.0
2021-08-20,60.73,15010.2064,1360621.0
2021-08-23,60.86,15042.3376,1262312.0
2021-08-24,61.2,15126.373,951133.0
2021-08-25,61.92,15304.3304,1547572.0
2021-08-26,61.71,15252.4261,1076946.0
2021-08-27,61.99,15321.6318,928744.0
2021-08-30,61.91,15301.8587,1184440.0
2021-08-31,60.72,15007.7348,2422456.0
2021-09-01,61.23,15133.7879,1511093.0
2021-09-02,61.77,15267.2559,885384.0
2021-09-03,61.19,15123.9014,1110051.0
2021-09-07,59.01,14585.0862,1929944.0
2021-09-08,58.18,14379.9409,2705978.0
2021-09-09,59.44,14691.3662,3050637.0
2021-09-10,59.54,14716.0825,1918755.0
2021-09-13,59.86,14795.1747,1924212.0
2021-09-14,58.96,14572.728,2002993.0
2021-09-15,58.47,14451.6182,1769447.0
2021-09-16,58.14,14370.0544,1967891.0
2021-09-17,57.23,14145.1361,4128128.0
2021-09-20,56.81,14041.3276,2172021.0
2021-09-21,56.22,13895.5015,1946004.0
2021-09-22,56.51,13967.1788,1424452.0
2021-09-23,56.67,14006.7248,1842455.0
2021-09-24,56.08,13860.8987,1294050.0
2021-09-27,56.11,13868.3136,1415961.0
2021-09-28,55.05,13606.3208,1602027.0
2021-09-29,55.69,13764.5051,2121884.0
2021-09-30,55.55,13729.9023,6076843.0
2021-10-01,55.88,13811.4661,2979488.0
2021-10-04,55.99,13838.654,2606265.0
2021-10-05,55.87,13808.9945,1908755.0
2021-10-06,56.14,13875.7285,1770440.0
2021-10-07,57.12,14117.9482,1721818.0
2021-10-08,56.87,14056.1574,1505861.0
2021-10-11,56.75,14026.4979,1152116.0
2021-10-12,56.65,14001.7816,1122746.0
2021-10-13,56.81,14041.3276,1206642.0
2021-10-14,58.56,14473.8628,1406359.0
2021-10-15,59.27,14649.3485,1582519.0
2021-10-18,60.1,14854.4938,1873597.0
2021-10-19,59.85,14792.703,1351051.0
2021-10-20,60.6,14978.0753,1268888.0
2021-10-21,61.14,15111.5433,1473616.0
2021-10-22,61.01,15079.4121,2261649.0
2021-10-25,61.51,15202.9935,1913056.0
2021-10-26,61.08,15096.7135,3289941.0
2021-10-27,64.26,15685.0623,4042979.0
2021-10-28,65.5,15987.7308,2062735.0
2021-10-29,65.55,15999.9352,2262430.0
2021-11-01,64.64,15777.8155,1386338.0
2021-11-02,64.09,15643.5674,1715736.0
2021-11-03,64.16,15660.6536,1383767.0
2021-11-04,64.67,15785.1382,1283505.0
2021-11-05,64.17,15663.0944,1721409.0
2021-11-08,64.05,15633.8039,2121611.0
2021-11-09,65.72,16041.43,1176627.0
2021-11-10,64.44,15728.998,1345684.0
2021-11-11,64.58,15763.1703,697772.0
2021-11-12,66.71,16283.0767,1917556.0
2021-11-15,67.24,16412.443,1580318.0
2021-11-16,68.48,16715.1115,2727946.0
2021-11-17,68.09,16619.9174,1567486.0
2021-11-18,67.75,16536.9277,1280545.0
2021-11-19,67.6,16500.3145,1352665.0
2021-11-22,68.28,16666.294,1538515.0
2021-11-23,68.22,16651.6488,1251771.0
2021-11-24,68.38,16690.7028,1016014.0
2021-11-26,67.08,16373.389,856121.0
2021-11-29,67.34,16436.8518,1285214.0
2021-11-30,65.9,16085.3658,3170935.0
2021-12-01,65.67,16029.2257,1402372.0
2021-12-02,67.54,16485.6693,1691260.0
2021-12-03,68.76,16783.456,2775461.0
2021-12-06,68.49,16717.5524,1252792.0
2021-12-07,68.6,16744.402,1454912.0
2021-12-08,68.85,16805.4239,1131327.0
2021-12-09,68.44,16705.348,1033343.0
2021-12-10,68.71,16771.2516,1296540.0
2021-12-13,68.29,16668.7349,2324930.0
2021-12-14,68.14,16632.1218,1552718.0
2021-12-15,69.3,16915.2633,1981887.0
2021-12-16,68.75,16781.0151,2361365.0
2021-12-17,66.47,16224.4957,6380767.0
2021-12-20,64.74,15802.2243,1999416.0
2021-12-21,66.38,16202.5278,1708361.0
2021-12-22,67.45,16463.7014,1614183.0
2021-12-23,68.0,16597.9495,840561.0
