,VRTX US Equity,VRTX US Equity,VRTX US Equity
2015-12-31,125.83,30918.606,797339.0
2016-01-04,122.89,30196.1972,2217601.0
2016-01-05,123.45,30333.7989,1300116.0
2016-01-06,122.23,30034.0238,1692442.0
2016-01-07,114.96,28247.6591,2362559.0
2016-01-08,110.71,27203.3606,1823007.0
2016-01-11,103.95,25542.3118,3230724.0
2016-01-12,103.64,25466.1394,3253546.0
2016-01-13,96.37,23679.7748,5709229.0
2016-01-14,101.91,25041.0485,3688585.0
2016-01-15,97.91,24058.1794,3222211.0
2016-01-19,94.99,23340.6849,2779826.0
2016-01-20,96.99,23832.1195,4089325.0
2016-01-21,95.07,23360.3423,2881794.0
2016-01-22,94.71,23271.8841,2572854.0
2016-01-25,92.12,22635.4763,2665424.0
2016-01-26,92.2,22655.1337,2561816.0
2016-01-27,92.5,22728.8489,3626002.0
2016-01-28,92.76,22792.7354,8088468.0
2016-01-29,90.75,22298.8436,3485582.0
2016-02-01,92.39,22701.82,2913248.0
2016-02-02,90.98,22355.3586,3142883.0
2016-02-03,93.88,23067.9387,3256678.0
2016-02-04,91.72,22537.1894,2452985.0
2016-02-05,86.61,21281.5741,4571268.0
2016-02-08,82.0,20148.8174,4215071.0
2016-02-09,80.14,19691.7832,4159543.0
2016-02-10,81.73,20082.4737,4115279.0
2016-02-11,79.71,19586.1248,3894627.0
2016-02-12,83.23,20451.0496,2771696.0
2016-02-16,85.37,21034.481,2191108.0
2016-02-17,88.25,21744.0898,2276253.0
2016-02-18,86.64,21347.3988,2133869.0
2016-02-19,88.08,21702.2032,2029687.0
2016-02-22,89.0,21928.8838,1599928.0
2016-02-23,85.28,21012.3057,1757670.0
2016-02-24,86.77,21379.4297,1809507.0
2016-02-25,85.53,21073.9037,1387814.0
2016-02-26,87.0,21436.0999,1408749.0
2016-02-29,85.49,21064.048,1762366.0
2016-03-01,89.57,22069.3272,1991285.0
2016-03-02,92.52,22796.1834,2779440.0
2016-03-03,89.45,22039.7602,1575719.0
2016-03-04,88.36,21771.1929,1703397.0
2016-03-07,90.95,22409.3481,1647733.0
2016-03-08,86.91,21413.9246,2776549.0
2016-03-09,84.63,20852.1509,2201846.0
2016-03-10,82.28,20273.1299,2456871.0
2016-03-11,86.26,21253.7698,1715925.0
2016-03-14,85.59,21088.6872,2014263.0
2016-03-15,82.83,20408.6454,1762560.0
2016-03-16,79.3,19538.8818,2957292.0
2016-03-17,79.18,19509.3148,2657969.0
2016-03-18,82.52,20332.2639,3768290.0
2016-03-21,84.02,20701.8519,1784542.0
2016-03-22,86.78,21381.8936,1785173.0
2016-03-23,80.15,19748.315,2198077.0
2016-03-24,80.58,19854.2635,1888254.0
2016-03-28,78.7,19391.0467,1508407.0
2016-03-29,79.24,19524.0983,1742088.0
2016-03-30,78.4,19317.1291,1729513.0
2016-03-31,79.49,19585.6963,3259399.0
2016-04-01,79.15,19501.923,3638695.0
2016-04-04,82.87,20418.5011,2743979.0
2016-04-05,84.16,20736.3467,2848975.0
2016-04-06,91.31,22498.0492,3460260.0
2016-04-07,86.3,21263.6255,2797591.0
2016-04-08,85.25,21004.914,1539729.0
2016-04-11,84.47,20812.7282,1413002.0
2016-04-12,83.37,20541.6971,1832752.0
2016-04-13,85.18,20987.6665,2128069.0
2016-04-14,87.08,21455.8112,1319208.0
2016-04-15,81.75,20142.5421,4163741.0
2016-04-18,83.22,20504.7383,2495577.0
2016-04-19,83.21,20502.2744,1667901.0
2016-04-20,84.11,20724.0271,1492349.0
2016-04-21,86.81,21389.2854,1731603.0
2016-04-22,86.8,21386.8215,1278986.0
2016-04-25,85.66,21105.9347,1460054.0
2016-04-26,84.14,20731.4189,1689817.0
2016-04-27,84.5,20820.12,2614905.0
2016-04-28,86.75,21374.5019,5463306.0
2016-04-29,84.34,20861.4879,2887997.0
2016-05-02,83.0,20530.0391,2165439.0
2016-05-03,82.16,20322.2652,2063372.0
2016-05-04,80.63,19943.8199,1907382.0
2016-05-05,84.0,20777.389,1814625.0
2016-05-06,85.54,21158.3078,1999533.0
2016-05-09,88.06,21781.6294,1801055.0
2016-05-10,89.08,22033.9263,2095059.0
2016-05-11,83.63,20685.8695,1662746.0
2016-05-12,82.1,20307.4242,2047081.0
2016-05-13,81.38,20129.3323,1119962.0
2016-05-16,82.14,20317.3182,2075515.0
2016-05-17,80.71,19963.6079,2166702.0
2016-05-18,81.71,20210.9578,1934316.0
2016-05-19,81.01,20037.8129,1674371.0
2016-05-20,84.7,20950.5339,1659482.0
2016-05-23,84.42,20881.2759,1223830.0
2016-05-24,88.42,21870.6754,1503025.0
2016-05-25,89.56,22152.6542,1598630.0
2016-05-26,89.19,22061.1348,1325308.0
2016-05-27,90.38,22355.4811,1109487.0
2016-05-31,93.15,23040.6403,1740980.0
2016-06-01,93.9,23226.1527,1432976.0
2016-06-02,95.82,23701.0644,1295054.0
2016-06-03,93.96,23240.9937,1473310.0
2016-06-06,96.09,23767.8489,1259856.0
2016-06-07,94.77,23441.3471,1851959.0
2016-06-08,94.59,23396.8241,1690374.0
2016-06-09,92.49,22877.3894,1191766.0
2016-06-10,91.49,22630.0395,1432027.0
2016-06-13,90.54,22395.0571,1209507.0
2016-06-14,91.37,22600.3575,1253842.0
2016-06-15,90.84,22469.2621,1083223.0
2016-06-16,90.41,22362.9016,1284757.0
2016-06-17,86.73,21452.6541,2658851.0
2016-06-20,86.72,21450.1806,1273069.0
2016-06-21,85.28,21093.9968,1881940.0
2016-06-22,85.22,21079.1558,1917796.0
2016-06-23,88.2,21816.2584,1397980.0
2016-06-24,81.9,20257.9543,2298494.0
2016-06-27,79.84,19748.4135,1908556.0
2016-06-28,83.44,20638.8731,1536354.0
2016-06-29,85.0,21024.7388,1754296.0
2016-06-30,86.02,21277.0357,1418486.0
2016-07-01,87.74,21702.4775,1292792.0
2016-07-05,86.51,21398.2371,870137.0
2016-07-06,89.66,22177.3892,1705293.0
2016-07-07,90.05,22273.8557,1254035.0
2016-07-08,88.96,22004.2443,1794278.0
2016-07-11,90.1,22286.2232,1388206.0
2016-07-12,89.63,22169.9687,1548387.0
2016-07-13,87.78,21712.3715,945726.0
2016-07-14,88.15,21803.8909,990289.0
2016-07-15,90.21,22313.4317,1309647.0
2016-07-18,89.42,22118.0253,1127156.0
2016-07-19,87.43,21625.799,1112312.0
2016-07-20,91.15,22545.9405,1309436.0
2016-07-21,93.21,23055.4813,1783324.0
2016-07-22,93.89,23223.6792,1235510.0
2016-07-25,95.77,23688.6969,1911970.0
2016-07-26,94.98,23493.2905,1657875.0
2016-07-27,96.01,23748.0609,2299202.0
2016-07-28,96.21,23797.5309,1455259.0
2016-07-29,97.0,23992.9373,1012773.0
2016-08-01,98.2,24331.8685,1988579.0
2016-08-02,99.14,24564.7805,2144656.0
2016-08-03,100.44,24886.8928,1492129.0
2016-08-04,100.28,24847.2482,1414118.0
2016-08-05,102.43,25379.9724,1113873.0
2016-08-08,102.47,25389.8836,1578231.0
2016-08-09,102.83,25479.0839,1155955.0
2016-08-10,99.7,24703.5366,1163894.0
2016-08-11,101.21,25077.6824,744396.0
2016-08-12,101.53,25156.9716,605328.0
2016-08-15,102.48,25392.3614,547753.0
2016-08-16,100.0,24777.8702,1183549.0
2016-08-17,99.89,24750.6145,852910.0
2016-08-18,99.1,24554.8693,744572.0
2016-08-19,98.01,24284.7906,891947.0
2016-08-22,100.96,25015.7377,1346614.0
2016-08-23,100.99,25023.1711,844279.0
2016-08-24,96.71,23962.6782,1494528.0
2016-08-25,96.38,23880.9113,1349446.0
2016-08-26,97.09,24056.8342,731131.0
2016-08-29,96.94,24019.6674,595225.0
2016-08-30,95.8,23737.1996,674391.0
2016-08-31,94.51,23417.5651,798207.0
2016-09-01,94.75,23477.032,966637.0
2016-09-02,95.11,23566.2323,843132.0
2016-09-06,95.78,23732.2441,877620.0
2016-09-07,95.6,23687.6439,928256.0
2016-09-08,97.31,24111.3455,1021660.0
2016-09-09,93.68,23211.9088,1313641.0
2016-09-12,97.86,24247.6238,1123605.0
2016-09-13,95.27,23605.8769,927299.0
2016-09-14,90.12,22329.8166,4994568.0
2016-09-15,93.1,23068.1971,2575963.0
2016-09-16,92.71,22971.5634,2130264.0
2016-09-19,91.26,22612.2843,1183354.0
2016-09-20,91.69,22718.8292,934812.0
2016-09-21,91.82,22751.0404,1936763.0
2016-09-22,92.12,22825.374,1191840.0
2016-09-23,90.63,22456.1837,1222221.0
2016-09-26,88.29,21876.3816,1608129.0
2016-09-27,89.12,22082.0379,1520320.0
2016-09-28,88.84,22012.6599,1715021.0
2016-09-29,85.0,21061.1897,2381055.0
2016-09-30,87.21,21608.7806,2545736.0
2016-10-03,86.79,21504.7135,1371337.0
2016-10-04,86.42,21413.0354,1081122.0
2016-10-05,87.65,21717.8032,964360.0
2016-10-06,84.96,21051.2785,1374988.0
2016-10-07,85.7,21234.6347,983269.0
2016-10-10,85.98,21304.0128,799805.0
2016-10-11,81.66,20233.6088,2329307.0
2016-10-12,80.15,19859.4629,2255974.0
2016-10-13,80.56,19961.0522,2114074.0
2016-10-14,79.23,19631.5065,1976996.0
2016-10-17,80.5,19946.1855,1934626.0
2016-10-18,82.96,20555.7211,1510249.0
2016-10-19,81.83,20275.7312,1318814.0
2016-10-20,82.92,20545.81,1045939.0
2016-10-21,80.76,20010.608,1142947.0
2016-10-24,78.73,19507.6172,2032698.0
2016-10-25,78.71,19502.6616,2557667.0
2016-10-26,78.71,19502.6616,4337924.0
2016-10-27,75.84,18791.5367,3549006.0
2016-10-28,77.58,19222.6717,3400659.0
2016-10-31,75.86,18815.8127,1928193.0
2016-11-01,77.88,19316.8401,2458210.0
2016-11-02,78.0,19346.6041,2580387.0
2016-11-03,77.69,19269.7138,2370996.0
2016-11-04,78.96,19584.7162,1902122.0
2016-11-07,83.22,20641.3384,2170116.0
2016-11-08,82.99,20584.2907,1767969.0
2016-11-09,92.88,23037.3409,3988038.0
2016-11-10,95.36,23652.4637,4130927.0
2016-11-11,92.0,22819.0715,2631080.0
2016-11-14,94.42,23419.3123,2485092.0
2016-11-15,93.06,23081.9869,2265741.0
2016-11-16,90.47,22439.5805,1486963.0
2016-11-17,91.2,22620.6448,1320095.0
2016-11-18,89.44,22184.1061,1265388.0
2016-11-21,89.05,22087.373,1278191.0
2016-11-22,86.2,21380.4779,1765652.0
2016-11-23,87.34,21663.236,1041100.0
2016-11-25,87.77,21769.8903,814399.0
2016-11-28,86.9,21554.1013,1855272.0
2016-11-29,85.65,21244.0595,1745516.0
2016-11-30,81.61,20242.0047,2292728.0
2016-12-01,77.82,19301.9581,2662560.0
2016-12-02,75.5,18726.5207,4580479.0
2016-12-05,75.55,18738.9223,2588618.0
2016-12-06,78.12,19376.3681,1816705.0
2016-12-07,75.32,18681.8747,2569111.0
2016-12-08,77.22,19153.1381,1773434.0
2016-12-09,76.67,19016.7197,1618599.0
2016-12-12,76.08,18870.38,1731686.0
2016-12-13,76.6,18999.3574,1210078.0
2016-12-14,78.33,19428.4551,3200088.0
2016-12-15,77.05,19110.9724,1972168.0
2016-12-16,76.8,19048.9641,2280214.0
2016-12-19,76.3,18924.9474,1555115.0
2016-12-20,76.44,18959.672,1327278.0
2016-12-21,72.6,18007.2238,2845545.0
2016-12-22,72.02,17863.3645,2486850.0
2016-12-23,74.31,18431.3609,1485211.0
2016-12-27,75.19,18649.6303,1032911.0
2016-12-28,74.59,18500.8103,1166035.0
2016-12-29,74.44,18463.6053,938589.0
2016-12-30,73.67,18272.6196,1357424.0
2017-01-03,74.89,18575.2203,1761887.0
2017-01-04,77.05,19110.9724,1667701.0
2017-01-05,79.06,19609.5195,2354722.0
2017-01-06,79.39,19691.3705,1669750.0
2017-01-09,82.86,20552.0464,4522498.0
2017-01-10,82.93,20569.4087,2110457.0
2017-01-11,81.93,20321.3753,2785209.0
2017-01-12,82.39,20435.4707,1351806.0
2017-01-13,83.17,20628.9367,1518581.0
2017-01-17,81.55,20227.1226,1501513.0
2017-01-18,82.52,20467.715,1620727.0
2017-01-19,80.91,20068.3813,1653002.0
2017-01-20,81.37,20182.4766,1105561.0
2017-01-23,81.4,20189.9176,1124756.0
2017-01-24,82.24,20398.2657,1366588.0
2017-01-25,85.19,21129.9642,2854597.0
2017-01-26,85.33,21164.6888,2531671.0
2017-01-27,87.37,21670.677,1861301.0
2017-01-30,84.38,20929.0571,1805728.0
2017-01-31,85.87,21298.6269,2418422.0
2017-02-01,86.24,21390.3992,1754741.0
2017-02-02,86.72,21509.4553,1290809.0
2017-02-03,86.73,21511.9356,1227304.0
2017-02-06,87.42,21683.0786,1423781.0
2017-02-07,86.84,21539.2193,1285437.0
2017-02-08,87.72,21757.4886,1310129.0
2017-02-09,89.27,22141.9404,1520037.0
2017-02-10,88.15,21864.143,1633837.0
2017-02-13,87.72,21757.4886,1123459.0
2017-02-14,88.91,22052.6484,2321559.0
2017-02-15,89.37,22166.7437,1329771.0
2017-02-16,87.7,21752.528,1322193.0
2017-02-17,88.33,21908.789,1429046.0
2017-02-21,86.55,21467.2896,1665274.0
2017-02-22,85.79,21278.7842,1263166.0
2017-02-23,85.73,21298.6005,890750.0
2017-02-24,86.07,21383.0695,1406789.0
2017-02-27,88.9,22086.1494,2073654.0
2017-02-28,90.62,22513.4629,2401894.0
2017-03-01,90.31,22436.4471,2089382.0
2017-03-02,89.89,22332.1031,1060890.0
2017-03-03,90.19,22406.6345,1422569.0
2017-03-06,90.91,22585.51,1587733.0
2017-03-07,91.32,22687.3696,1960731.0
2017-03-08,92.18,22901.0264,1763195.0
2017-03-09,93.57,23246.3554,1217095.0
2017-03-10,93.98,23348.215,1534220.0
2017-03-13,92.95,23092.3238,897550.0
2017-03-14,92.74,23040.1518,695178.0
2017-03-15,94.57,23494.7935,1031369.0
2017-03-16,92.36,22945.7453,1449700.0
2017-03-17,91.92,22836.4325,2501509.0
2017-03-20,91.31,22684.8852,1382494.0
2017-03-21,89.5,22235.2122,1711789.0
2017-03-22,90.04,22369.3688,1337153.0
2017-03-23,89.05,22123.4151,1043598.0
2017-03-24,89.98,22354.4625,1064364.0
2017-03-27,90.8,22558.1818,1383188.0
2017-03-28,89.67,22277.4467,1561363.0
2017-03-29,108.01,26833.8019,13681500.0
2017-03-30,107.29,26654.9265,3024367.0
2017-03-31,109.35,27166.709,2849236.0
2017-04-03,107.45,26694.6766,2040768.0
2017-04-04,112.29,27897.1171,2914105.0
2017-04-05,114.11,28349.2745,4032677.0
2017-04-06,114.26,28386.5402,1959774.0
2017-04-07,115.88,28789.01,2108064.0
2017-04-10,114.06,28336.8526,2116554.0
2017-04-11,114.23,28379.0871,1794271.0
2017-04-12,114.86,28535.6031,1161945.0
2017-04-13,113.8,28272.2587,1599960.0
2017-04-17,114.81,28592.6373,1184295.0
2017-04-18,114.65,28552.7904,1136516.0
2017-04-19,114.63,28547.8095,1570444.0
2017-04-20,117.26,29202.7928,1495498.0
2017-04-21,116.7,29063.3287,2803925.0
2017-04-24,117.66,29302.4101,1502994.0
2017-04-25,117.27,29205.2833,1243008.0
2017-04-26,116.34,28973.6732,1759118.0
2017-04-27,117.42,29242.6397,1424441.0
2017-04-28,118.3,29461.7976,3387189.0
2017-05-01,120.62,30042.677,2109563.0
2017-05-02,118.47,29507.1792,2465422.0
2017-05-03,119.05,29651.639,1333324.0
2017-05-04,116.39,28989.1161,1672738.0
2017-05-05,114.84,28603.0595,2545057.0
2017-05-08,115.06,28657.8546,1544391.0
2017-05-09,116.63,29048.8926,1185243.0
2017-05-10,115.35,28730.0845,1414006.0
2017-05-11,115.36,28732.5752,1395069.0
2017-05-12,114.6,28543.2829,986032.0
2017-05-15,116.23,28949.2651,1101274.0
2017-05-16,118.09,29412.533,1320397.0
2017-05-17,114.38,28488.4878,1717861.0
2017-05-18,117.93,29372.682,2155016.0
2017-05-19,118.02,29395.0982,1564730.0
2017-05-22,118.94,29624.2415,1062021.0
2017-05-23,116.59,29038.9298,1859970.0
2017-05-24,117.8,29340.3031,1818349.0
2017-05-25,118.6,29539.5581,1393410.0
2017-05-26,119.92,29868.3289,1477802.0
2017-05-30,120.39,29985.3912,1634758.0
2017-05-31,123.6,30784.902,2813594.0
2017-06-01,127.16,31671.5869,3356339.0
2017-06-02,129.9,32354.0354,2837882.0
2017-06-05,130.17,32421.284,2030081.0
2017-06-06,127.72,31811.0654,1250626.0
2017-06-07,124.99,31131.1076,2635934.0
2017-06-08,125.91,31360.2509,1954776.0
2017-06-09,122.66,30550.7774,1791106.0
2017-06-12,122.35,30473.566,2043770.0
2017-06-13,122.49,30508.4357,1344447.0
2017-06-14,124.71,31061.3678,1759259.0
2017-06-15,124.04,30894.4917,1017745.0
2017-06-16,123.14,30670.3298,3152299.0
2017-06-19,125.58,31278.0576,1509058.0
2017-06-20,126.33,31464.8592,1737625.0
2017-06-21,134.83,33581.9439,3239802.0
2017-06-22,135.53,33756.292,2890075.0
2017-06-23,133.5,33250.6824,2172643.0
2017-06-26,133.41,33228.2662,1289028.0
2017-06-27,129.23,32187.1587,1723659.0
2017-06-28,131.11,32655.408,1192028.0
2017-06-29,127.24,31691.5118,1368819.0
2017-06-30,128.87,32097.4939,1582260.0
2017-07-03,128.23,31938.0899,825185.0
2017-07-05,129.0,32129.8729,1320590.0
2017-07-06,128.46,31995.3757,1171802.0
2017-07-07,130.35,32466.1157,1019946.0
2017-07-10,128.66,32045.1895,1517263.0
2017-07-11,132.17,32919.4209,1336928.0
2017-07-12,131.44,32737.6007,1288462.0
2017-07-13,130.92,32608.0849,1600610.0
2017-07-14,130.99,32625.5198,1278651.0
2017-07-17,129.21,32182.1773,1136207.0
2017-07-18,132.16,32916.9302,3311555.0
2017-07-19,159.69,39773.7938,16800128.0
2017-07-20,159.33,39684.129,4927397.0
2017-07-21,163.17,40640.5532,3176393.0
2017-07-24,166.11,41372.8154,2444532.0
2017-07-25,161.97,40341.6706,2424136.0
2017-07-26,163.42,40702.8204,2087173.0
2017-07-27,156.19,39167.7663,3918877.0
2017-07-28,154.15,38864.1237,1880425.0
2017-07-31,151.82,38276.6867,2975961.0
2017-08-01,153.2,38624.6107,1621140.0
2017-08-02,157.55,39721.3278,1781663.0
2017-08-03,154.03,38833.8694,1407101.0
2017-08-04,154.54,38962.45,807795.0
2017-08-07,156.47,39449.0394,926423.0
2017-08-08,153.26,38639.7379,893487.0
2017-08-09,152.58,38468.297,1037955.0
2017-08-10,148.54,37449.7368,1302830.0
2017-08-11,153.78,38770.8397,1551523.0
2017-08-14,154.49,38949.8441,1082040.0
2017-08-15,152.72,38503.5937,734864.0
2017-08-16,151.37,38163.2332,913411.0
2017-08-17,148.54,37449.7368,1019238.0
2017-08-18,148.13,37346.3681,887138.0
2017-08-21,149.01,37568.2327,1090074.0
2017-08-22,155.48,39199.4418,1659747.0
2017-08-23,153.25,38637.2167,989435.0
2017-08-24,156.08,39350.7131,1148699.0
2017-08-25,153.27,38642.2591,943835.0
2017-08-28,153.4,38675.0345,1187856.0
2017-08-29,152.89,38546.4539,888423.0
2017-08-30,156.29,39403.658,1246885.0
2017-08-31,160.54,40475.1632,3329549.0
2017-09-01,162.24,40903.7653,1708717.0
2017-09-05,159.07,40104.5485,1327071.0
2017-09-06,157.08,39602.8319,1328406.0
2017-09-07,159.41,40190.2689,1235994.0
2017-09-08,158.83,40044.04,1064745.0
2017-09-11,157.81,39786.8787,1519866.0
2017-09-12,156.82,39537.281,800813.0
2017-09-13,156.8,39532.2387,995081.0
2017-09-14,153.38,38669.9921,1461691.0
2017-09-15,153.61,38727.9795,3112907.0
2017-09-18,153.2,38624.6107,1386918.0
2017-09-19,153.0,38574.187,1428257.0
2017-09-20,152.72,38503.5937,1931404.0
2017-09-21,152.06,38337.1952,808169.0
2017-09-22,151.26,38135.5001,1269855.0
2017-09-25,149.1,37590.9234,1741161.0
2017-09-26,148.46,37429.5673,1762039.0
2017-09-27,149.07,37583.3598,2112346.0
2017-09-28,149.62,37722.0252,2111073.0
2017-09-29,152.04,38332.1528,1500162.0
2017-10-02,152.23,38380.0554,2057693.0
2017-10-03,152.51,38450.6487,995007.0
2017-10-04,152.51,38450.6487,970185.0
2017-10-05,152.3,38397.7037,1273734.0
2017-10-06,155.1,39103.6366,1551110.0
2017-10-09,155.55,39217.0901,1142475.0
2017-10-10,154.52,38957.4076,1055522.0
2017-10-11,154.02,38831.3482,1757612.0
2017-10-12,153.98,38821.2634,1535039.0
2017-10-13,152.91,38551.4963,930281.0
2017-10-16,154.7,39002.789,2328423.0
2017-10-17,155.05,39091.0306,795374.0
2017-10-18,154.76,39017.9162,1050665.0
2017-10-19,154.6,38977.5771,1309420.0
2017-10-20,154.63,38985.1407,1320895.0
2017-10-23,151.06,38085.0764,1552169.0
2017-10-24,151.11,38097.6823,1829565.0
2017-10-25,146.8,37011.05,2388956.0
2017-10-26,143.76,36325.7081,3735337.0
2017-10-27,150.11,37930.2451,2747621.0
2017-10-30,149.53,37816.5629,1750533.0
2017-10-31,146.23,36981.9835,2457065.0
2017-11-01,142.63,36071.5332,2412596.0
2017-11-02,144.9,36645.6227,2049975.0
2017-11-03,149.97,37927.8401,1884899.0
2017-11-06,148.98,37677.4663,1608296.0
2017-11-07,151.31,38266.7299,1384975.0
2017-11-08,147.4,37277.8798,1191898.0
2017-11-09,148.17,37472.615,1132350.0
2017-11-10,148.74,37616.7696,861047.0
2017-11-13,148.03,37437.2086,743628.0
2017-11-14,147.82,37384.099,1209146.0
2017-11-15,148.66,37596.5374,1086600.0
2017-11-16,147.94,37414.4473,1516387.0
2017-11-17,147.41,37280.4088,903595.0
2017-11-20,144.64,36579.8679,1451615.0
2017-11-21,145.11,36698.7323,1501124.0
2017-11-22,147.04,37186.8348,906988.0
2017-11-24,146.55,37062.9124,660987.0
2017-11-27,148.55,37568.7181,1197667.0
2017-11-28,147.32,37257.6476,1116960.0
2017-11-29,143.75,36354.7844,1313862.0
2017-11-30,144.29,36491.3519,1739281.0
2017-12-01,140.79,35606.192,2448450.0
2017-12-04,138.79,35100.3863,2127679.0
2017-12-05,138.36,34991.638,1374011.0
2017-12-06,137.28,34718.503,1582655.0
2017-12-07,138.78,35097.8572,1687469.0
2017-12-08,143.61,36319.378,1725542.0
2017-12-11,141.68,35831.2755,1475182.0
2017-12-12,140.91,35636.5403,1010253.0
2017-12-13,144.8,36620.3324,2024156.0
2017-12-14,142.53,36046.2429,1411325.0
2017-12-15,145.86,36888.4094,3246092.0
2017-12-18,145.44,36782.1902,1231896.0
2017-12-19,145.15,36708.8484,1051252.0
2017-12-20,145.12,36701.2613,813580.0
2017-12-21,148.82,37637.0018,2290056.0
2017-12-22,149.97,37927.8401,1459966.0
2017-12-26,150.6,38087.1689,777860.0
2017-12-27,151.55,38327.4266,939096.0
2017-12-28,151.17,38231.3235,957374.0
2017-12-29,149.86,37900.0208,881899.0
2018-01-02,152.91,38671.3745,1382034.0
2018-01-03,152.01,38443.7619,1603979.0
2018-01-04,153.07,38711.8389,1345114.0
2018-01-05,155.69,39374.4444,1939967.0
