,VRTX US Equity,VRTX US Equity,VRTX US Equity
2021-12-29,223.32,56779.5428,726419.0
2021-12-30,222.45,56558.3436,961673.0
2021-12-31,219.6,55833.7256,1142141.0
2022-01-03,222.53,56578.6838,1382110.0
2022-01-04,221.86,56408.335,1385080.0
2022-01-05,221.42,56296.4641,1685900.0
2022-01-06,221.65,56354.9421,1592964.0
2022-01-07,221.85,56405.7924,1277488.0
2022-01-10,223.96,56942.264,1844602.0
2022-01-11,226.15,57499.0758,1459038.0
2022-01-12,226.14,57496.5333,1225022.0
2022-01-13,226.58,57608.4041,1750471.0
2022-01-14,234.06,59510.2086,2178366.0
2022-01-18,231.07,58749.9953,2016751.0
2022-01-19,230.84,58691.5174,1649302.0
2022-01-20,228.61,58124.5355,2013213.0
2022-01-21,228.08,57989.782,2214898.0
2022-01-24,229.68,58396.5851,2819056.0
2022-01-25,227.11,57743.1576,1956293.0
2022-01-26,226.58,57664.61,1998898.0
2022-01-27,228.22,58081.99,2237611.0
2022-01-28,243.02,61848.59,3164258.0
2022-01-31,243.05,61856.225,2829012.0
2022-02-01,245.66,62520.47,2777090.0
2022-02-02,253.57,64533.565,3679963.0
2022-02-03,243.75,62034.375,2519774.0
2022-02-04,241.96,61578.82,1822502.0
2022-02-07,243.26,61909.67,1202856.0
2022-02-08,240.94,61319.23,1135735.0
2022-02-09,244.24,62177.811,1069913.0
2022-02-10,235.89,60052.0956,1809471.0
2022-02-11,233.89,59542.9423,1524443.0
2022-02-14,231.23,58865.7683,1578248.0
2022-02-15,233.41,59420.7454,1583937.0
2022-02-16,235.77,60021.5464,1402355.0
2022-02-17,232.77,59257.8164,1665274.0
2022-02-18,229.61,58453.354,1271190.0
2022-02-22,230.21,58606.1,1692044.0
2022-02-23,230.69,58728.2968,1817069.0
2022-02-24,230.25,58616.2831,1475185.0
2022-02-25,230.3,58629.0119,1428146.0
2022-02-28,230.02,58557.7305,2035725.0
2022-03-01,230.69,58728.2968,1253812.0
2022-03-02,234.11,59598.9491,1029236.0
2022-03-03,235.69,60001.1803,1140553.0
2022-03-04,238.66,60757.2731,2032841.0
2022-03-07,235.54,59962.9938,1548131.0
2022-03-08,238.71,60770.0019,1460295.0
2022-03-09,239.24,60904.9276,1379009.0
2022-03-10,241.93,61589.7389,1080110.0
2022-03-11,236.48,60202.2959,1374036.0
2022-03-14,241.68,61526.0947,1414953.0
2022-03-15,246.99,62877.8969,1600869.0
2022-03-16,248.52,63267.3992,1181974.0
2022-03-17,250.0,63644.1728,1418685.0
2022-03-18,249.08,63409.9622,2225510.0
2022-03-21,250.26,63710.3627,1790096.0
2022-03-22,251.88,64122.7769,1052627.0
2022-03-23,248.13,63168.1143,1241609.0
2022-03-24,251.7,64076.9531,1040359.0
2022-03-25,253.95,64649.7507,1226651.0
2022-03-28,255.72,65100.3514,1686876.0
2022-03-29,257.98,65675.6947,1644184.0
2022-03-30,256.52,65304.0128,1040191.0
2022-03-31,260.97,66436.8791,2395136.0
2022-04-01,266.15,67755.5863,2120458.0
2022-04-04,268.64,68389.4823,1686152.0
2022-04-05,269.96,68725.5235,1837994.0
2022-04-06,272.39,69344.1449,2300078.0
2022-04-07,275.83,70219.8887,1651763.0
2022-04-08,280.28,71621.0552,1574540.0
2022-04-11,281.09,71828.0377,1952049.0
2022-04-12,281.15,71843.3698,1621848.0
2022-04-13,290.93,74342.4918,1686083.0
2022-04-14,287.97,73586.1113,2520810.0
2022-04-18,282.99,72313.5522,1326079.0
2022-04-19,282.52,72193.4513,1354100.0
2022-04-20,285.3,72903.8356,1115783.0
2022-04-21,281.71,71986.4688,1118719.0
2022-04-22,270.42,69101.4905,1774434.0
2022-04-25,271.68,69423.4633,1688901.0
2022-04-26,267.69,68403.8828,1446456.0
2022-04-27,267.25,68291.4479,1239982.0
2022-04-28,268.64,68646.6401,1621819.0
2022-04-29,273.22,69816.9855,2871506.0
2022-05-02,261.96,66939.6733,3748741.0
2022-05-03,269.11,68766.741,1363523.0
2022-05-04,273.7,69939.6418,1353353.0
2022-05-05,266.37,68066.578,1556932.0
2022-05-06,253.93,64944.1112,2268542.0
2022-05-09,235.02,60107.766,3148989.0
2022-05-10,240.16,61422.3516,2041770.0
2022-05-11,234.96,60092.4206,1905857.0
2022-05-12,240.85,61598.8232,1475413.0
2022-05-13,246.72,63100.1107,1366606.0
2022-05-16,254.17,65005.4926,1558246.0
2022-05-17,261.84,66967.1408,1566842.0
2022-05-18,252.35,64540.0168,1396975.0
2022-05-19,255.45,65332.8602,1448836.0
2022-05-20,258.59,66135.934,1552342.0
2022-05-23,268.35,68632.1121,1674115.0
2022-05-24,268.48,68665.3604,1622101.0
2022-05-25,270.84,69268.9445,1880703.0
2022-05-26,269.65,68964.5949,1376632.0
2022-05-27,273.73,70008.0792,1479123.0
2022-05-31,268.65,68708.8389,3878594.0
2022-06-01,269.41,68903.2135,1377641.0
2022-06-02,270.05,69066.8973,1234752.0
2022-06-03,269.44,68910.8861,1134026.0
2022-06-06,268.0,68542.5975,907077.0
2022-06-07,271.86,69529.8156,962804.0
2022-06-08,274.54,70215.2415,1770288.0
2022-06-09,259.7,66419.8231,1954539.0
2022-06-10,254.88,65187.0793,1375589.0
2022-06-13,245.39,62759.9553,1583674.0
2022-06-14,249.08,63703.6948,1208826.0
2022-06-15,253.51,64836.6937,963197.0
2022-06-16,250.96,64184.516,1295996.0
2022-06-17,263.09,67286.8358,3443824.0
2022-06-21,270.17,69097.588,1333842.0
2022-06-22,272.31,69644.9057,1403548.0
2022-06-23,283.5,72506.8149,2746054.0
2022-06-24,292.55,74821.4064,4268979.0
2022-06-27,287.32,73483.8027,1976601.0
2022-06-28,276.17,70632.1237,1926506.0
2022-06-29,280.35,71701.1837,1430128.0
2022-06-30,281.79,72069.4723,1872827.0
2022-07-01,287.32,73483.8027,1459668.0
2022-07-05,288.98,73908.3576,1845728.0
2022-07-06,291.16,74465.9056,2082237.0
2022-07-07,294.17,75235.731,1791012.0
2022-07-08,294.29,75266.4218,1307885.0
2022-07-11,294.07,75210.1555,1481333.0
2022-07-12,290.01,74171.7862,1363300.0
2022-07-13,288.73,73844.4186,1053904.0
2022-07-14,286.15,73184.5682,1034638.0
2022-07-15,292.84,74895.5756,2711722.0
2022-07-18,286.06,73161.5502,1589003.0
2022-07-19,289.6,74066.9263,1362293.0
2022-07-20,285.5,73018.3269,1046048.0
2022-07-21,283.11,72407.0701,1040048.0
2022-07-22,280.29,71685.8383,1197278.0
2022-07-25,283.68,72552.851,1158485.0
2022-07-26,288.22,73713.9831,1534078.0
2022-07-27,286.99,73399.4032,1210924.0
2022-07-28,280.82,71821.389,1299184.0
2022-07-29,280.41,71716.529,1673379.0
2022-08-01,273.83,70033.6548,1455979.0
2022-08-02,273.86,70041.3275,1006810.0
2022-08-03,275.03,70340.562,1474543.0
2022-08-04,274.85,70294.5259,2034270.0
2022-08-05,288.03,73868.0246,2398837.0
2022-08-08,293.95,75386.2647,1687084.0
2022-08-09,298.83,76637.787,1599810.0
2022-08-10,295.77,75853.021,1432597.0
2022-08-11,292.16,74927.2023,1160167.0
2022-08-12,294.52,75532.4466,990942.0
2022-08-15,305.53,78356.0655,1814381.0
2022-08-16,303.0,77707.223,1103748.0
2022-08-17,299.23,76740.3708,908587.0
2022-08-18,294.29,75473.461,955987.0
2022-08-19,299.04,76691.6435,1091606.0
2022-08-22,293.84,75358.0542,1126255.0
2022-08-23,286.25,73411.5267,1407246.0
2022-08-24,291.03,74637.403,910166.0
2022-08-25,291.22,74686.1303,590575.0
2022-08-26,281.68,72239.5069,1263795.0
2022-08-29,281.6,72218.9901,1080656.0
2022-08-30,281.36,72157.4399,849806.0
2022-08-31,281.76,72260.0236,1442235.0
2022-09-01,290.2,74424.5417,1106646.0
2022-09-02,281.04,72075.3728,1121808.0
2022-09-06,279.18,71598.3582,989281.0
2022-09-07,284.44,72947.3351,1053695.0
2022-09-08,288.99,74114.2257,1189744.0
2022-09-09,292.11,74914.3793,1464149.0
2022-09-12,293.48,75265.7288,1706209.0
2022-09-13,280.67,71980.4828,1614690.0
2022-09-14,284.86,73055.048,1354338.0
2022-09-15,287.67,73775.6992,1028720.0
2022-09-16,289.71,74298.8765,2484447.0
2022-09-19,285.14,73126.8567,1350549.0
2022-09-20,286.94,73588.4838,1130612.0
2022-09-21,280.4,71911.2388,1110017.0
2022-09-22,286.34,73434.6081,1408276.0
2022-09-23,283.45,72693.4402,1353241.0
2022-09-26,276.78,70982.8554,1582997.0
2022-09-27,284.74,73024.2729,1464700.0
2022-09-28,292.41,74991.3171,1656484.0
2022-09-29,292.8,75091.3363,1341249.0
2022-09-30,289.54,74255.2784,1914303.0
2022-10-03,297.43,76278.7437,1795476.0
2022-10-04,300.64,77101.9787,1539755.0
2022-10-05,302.02,77455.8928,1296681.0
2022-10-06,298.63,76586.4951,1132501.0
2022-10-07,295.23,75714.5329,1424774.0
2022-10-10,294.54,75537.5758,835047.0
2022-10-11,295.16,75696.5807,1261221.0
2022-10-12,290.13,74406.5895,928497.0
2022-10-13,296.54,76050.4948,1124561.0
2022-10-14,293.21,75196.4847,1028074.0
2022-10-17,297.02,76173.5953,1108434.0
2022-10-18,300.17,76981.4427,983569.0
2022-10-19,292.02,74891.2979,928676.0
2022-10-20,290.16,74414.2833,1000929.0
2022-10-21,300.0,76937.8446,1467340.0
2022-10-24,310.5,79630.6692,1994242.0
2022-10-25,309.21,79299.8364,1759684.0
2022-10-26,311.18,79805.0616,1267387.0
2022-10-27,287.89,73832.1203,4090151.0
2022-10-28,313.89,80572.8799,3260188.0
2022-10-31,312.0,80087.733,1575252.0
2022-11-01,314.2,80652.4542,1192558.0
2022-11-02,310.01,79576.917,1492953.0
2022-11-03,311.3,79908.049,936031.0
2022-11-04,308.82,79271.4542,1180299.0
2022-11-07,303.23,77836.549,1560124.0
2022-11-08,306.5,78675.93,1356672.0
2022-11-09,309.34,79404.9338,1321469.0
2022-11-10,311.03,79838.7423,2112683.0
2022-11-11,303.26,77844.2497,2182173.0
2022-11-14,306.03,78555.2851,1393689.0
2022-11-15,305.28,78362.7665,1309084.0
2022-11-16,305.44,78403.8371,874268.0
2022-11-17,309.9,79548.681,1049276.0
2022-11-18,314.63,80762.8315,1172734.0
2022-11-21,316.2,81165.8371,1149419.0
2022-11-22,321.48,82521.168,1461166.0
2022-11-23,316.16,81155.5695,1042758.0
2022-11-25,312.98,80339.2906,713667.0
2022-11-28,315.3,80934.8148,1113488.0
2022-11-29,316.33,81199.207,1380420.0
2022-11-30,316.4,81217.1754,6633412.0
2022-12-01,320.76,82336.3501,1549091.0
2022-12-02,321.37,82492.9319,1094882.0
2022-12-05,317.6,81525.2052,812855.0
2022-12-06,311.81,80038.9616,1064416.0
2022-12-07,317.58,81520.0713,871240.0
2022-12-08,321.32,82480.0974,1147886.0
2022-12-09,312.22,80144.2051,1007771.0
2022-12-12,314.19,80649.8873,1401823.0
2022-12-13,307.09,78827.378,2006329.0
2022-12-14,312.09,80110.8353,1402466.0
2022-12-15,308.4,79163.6438,1008968.0
2022-12-16,304.8,78239.5546,3091454.0
2022-12-19,291.59,74848.6605,1658203.0
2022-12-20,293.23,75269.6345,1287677.0
2022-12-21,290.55,74581.7014,1539414.0
2022-12-22,293.92,75446.7516,1189228.0
2022-12-23,289.69,74360.9467,701171.0
2022-12-27,287.32,73752.588,671155.0
2022-12-28,285.76,73352.1493,842465.0
2022-12-29,289.08,74204.3649,894812.0
2022-12-30,288.78,74127.3575,1030787.0
2023-01-03,286.02,73418.8891,1100425.0
2023-01-04,286.83,73626.8092,1137569.0
2023-01-05,287.89,73898.9021,1187032.0
2023-01-06,290.21,74494.4263,943550.0
2023-01-09,283.23,72702.7199,1299433.0
2023-01-10,288.75,74119.6568,1038905.0
2023-01-11,292.25,75018.0768,1630425.0
2023-01-12,296.25,76044.8427,1801180.0
2023-01-13,300.94,77248.7256,1448360.0
2023-01-17,311.98,80082.5992,2070743.0
2023-01-18,309.86,79538.4133,2265136.0
2023-01-19,307.94,79045.5657,1551522.0
2023-01-20,309.84,79533.2795,1466215.0
2023-01-23,311.81,80038.9616,1810774.0
2023-01-24,313.57,80490.7386,932319.0
2023-01-25,315.28,80929.681,1315134.0
2023-01-26,321.02,82403.0899,1301967.0
2023-01-27,321.45,82513.4672,1288678.0
2023-01-30,319.98,82136.1308,2261752.0
2023-01-31,323.1,82937.0081,1352959.0
2023-02-01,317.27,81440.497,1237652.0
2023-02-02,303.78,77977.7293,1943953.0
2023-02-03,301.02,77269.2609,1621432.0
2023-02-06,304.87,78257.523,1295580.0
2023-02-07,308.54,79199.5806,1300784.0
2023-02-08,293.33,75385.81,2168707.0
2023-02-09,291.6,74941.2,1798662.0
2023-02-10,297.4,76458.9946,1342135.0
2023-02-13,299.18,76916.6173,1053320.0
2023-02-14,300.25,77191.7052,1190375.0
2023-02-15,298.75,76806.068,899772.0
2023-02-16,292.04,75080.9844,1039388.0
2023-02-17,293.66,75497.4726,1278127.0
2023-02-21,292.48,75194.1047,1125525.0
2023-02-22,294.36,75677.4366,1010809.0
2023-02-23,292.57,75217.2429,750706.0
2023-02-24,287.37,73880.3674,1085072.0
2023-02-27,287.4,73888.0801,856107.0
2023-02-28,290.29,74631.0744,1510455.0
2023-03-01,291.23,74872.7404,1056449.0
2023-03-02,290.76,74751.9074,766642.0
2023-03-03,290.51,74687.6345,1060275.0
2023-03-06,291.62,74973.006,1026454.0
2023-03-07,286.58,73677.2652,1057913.0
2023-03-08,285.18,73317.3371,676724.0
2023-03-09,286.88,73754.3926,1000284.0
2023-03-10,287.24,73846.9455,1459286.0
2023-03-13,293.46,75446.0543,1355045.0
2023-03-14,295.25,75906.248,1095220.0
2023-03-15,294.27,75654.2983,839070.0
2023-03-16,300.64,77291.9708,1120729.0
2023-03-17,295.77,76039.9355,1675984.0
2023-03-20,298.95,76857.4863,767832.0
2023-03-21,302.66,77811.2955,1025553.0
2023-03-22,297.87,76579.8275,774662.0
2023-03-23,304.75,78348.6166,1312778.0
2023-03-24,314.39,80826.9781,2376855.0
2023-03-27,308.47,79304.9968,1114487.0
2023-03-28,313.25,80533.8939,1056846.0
2023-03-29,314.24,80788.4144,1185847.0
2023-03-30,312.16,80253.6642,781367.0
2023-03-31,315.07,81001.8003,1111143.0
2023-04-03,316.33,81325.7355,835086.0
2023-04-04,314.42,80834.6909,952183.0
2023-04-05,321.94,82768.0185,1126115.0
2023-04-06,321.66,82696.0329,912017.0
2023-04-10,323.24,83263.1889,665739.0
2023-04-11,324.83,83672.756,649781.0
2023-04-12,326.37,84069.4437,988804.0
2023-04-13,333.35,85867.4175,1259455.0
2023-04-14,333.52,85911.2077,931003.0
2023-04-17,327.74,84422.3411,1044932.0
2023-04-18,325.15,83755.1846,957527.0
2023-04-19,328.45,84605.2296,796366.0
2023-04-20,329.15,84785.5421,812316.0
2023-04-21,331.09,85285.2655,925003.0
2023-04-24,332.84,85736.0469,597054.0
2023-04-25,331.93,85501.6406,842401.0
2023-04-26,323.3,83278.6443,1572707.0
2023-04-27,339.37,87418.1055,2518646.0
2023-04-28,340.73,87768.4271,1455487.0
2023-05-01,345.0,88868.3337,1489026.0
2023-05-02,346.03,89120.5801,2002041.0
2023-05-03,346.36,89205.5722,1226436.0
2023-05-04,346.59,89264.809,927893.0
2023-05-05,348.09,89651.1364,1119456.0
2023-05-08,344.09,88620.93,707937.0
2023-05-09,344.83,88811.5182,871025.0
2023-05-10,350.04,90153.3621,1199237.0
2023-05-11,350.4,90246.0806,787630.0
2023-05-12,347.41,89476.0014,509235.0
2023-05-15,348.65,89795.3653,690999.0
2023-05-16,345.15,88893.9347,827989.0
2023-05-17,341.2,87876.6059,1073887.0
2023-05-18,339.46,87428.4661,1139535.0
2023-05-19,341.7,88005.3817,942837.0
2023-05-22,339.97,87559.8175,961754.0
2023-05-23,333.51,85896.0341,1381520.0
2023-05-24,333.85,85983.6017,1154068.0
2023-05-25,332.63,85669.3887,1368467.0
2023-05-26,329.99,84989.4525,1850547.0
2023-05-30,325.3,83781.5355,1888327.0
2023-05-31,323.57,83335.9712,5592332.0
2023-06-01,323.62,83348.8488,1342900.0
2023-06-02,333.78,85965.573,1572791.0
2023-06-05,334.42,86130.4061,1044544.0
2023-06-06,330.41,85097.6242,1089078.0
2023-06-07,324.65,83614.1269,1139749.0
2023-06-08,332.58,85656.5111,1447185.0
2023-06-09,334.11,86050.5651,1066208.0
2023-06-12,340.6,87722.075,1417155.0
2023-06-13,342.1,88108.4024,986412.0
2023-06-14,340.96,87814.7935,835879.0
2023-06-15,349.08,89906.1125,1230875.0
2023-06-16,347.89,89599.6261,2614528.0
2023-06-20,342.69,88260.3578,1352296.0
2023-06-21,343.28,88412.3132,1239562.0
2023-06-22,348.16,89669.1651,1265589.0
2023-06-23,347.0,89370.4052,1370563.0
2023-06-26,347.45,89486.3034,1464384.0
2023-06-27,347.12,89401.3114,1258051.0
2023-06-28,350.78,90343.9502,1045285.0
2023-06-29,348.18,89674.3161,1050989.0
2023-06-30,351.91,90634.9836,1453335.0
2023-07-03,347.57,89517.2096,688820.0
2023-07-05,348.32,89710.3733,854294.0
2023-07-06,345.76,89051.0412,829747.0
2023-07-07,338.18,87098.8001,1268519.0
2023-07-10,344.46,88716.2241,1008993.0
2023-07-11,341.74,88015.6838,939960.0
2023-07-12,346.06,89128.3067,795780.0
2023-07-13,349.02,89890.6594,756417.0
2023-07-14,352.74,90848.7514,961397.0
2023-07-17,357.98,92198.3218,1244694.0
2023-07-18,358.98,92455.8734,935478.0
2023-07-19,358.57,92350.2772,1000159.0
2023-07-20,361.82,93187.3199,1128081.0
2023-07-21,362.46,93352.1529,4433243.0
2023-07-24,357.05,91958.7988,1170463.0
2023-07-25,358.06,92218.9259,1359981.0
2023-07-26,351.91,90634.9836,1233257.0
2023-07-27,349.64,90050.3414,895570.0
2023-07-28,354.05,91186.144,728167.0
2023-07-31,352.34,90745.7307,904415.0
2023-08-01,347.74,89560.9934,1422320.0
2023-08-02,358.4,92501.1817,2182993.0
2023-08-03,347.74,89749.891,1177177.0
2023-08-04,340.48,87876.1226,1248317.0
2023-08-07,345.32,89125.3015,985976.0
2023-08-08,344.47,88905.9209,788161.0
2023-08-09,345.11,89071.1016,740456.0
2023-08-10,347.38,89656.9768,632661.0
2023-08-11,349.86,90297.052,726027.0
2023-08-14,349.37,90170.5855,557843.0
2023-08-15,349.78,90276.4044,516942.0
2023-08-16,343.41,88632.3404,649388.0
2023-08-17,343.87,88751.064,889941.0
2023-08-18,344.82,88996.2541,803343.0
2023-08-21,350.74,90524.1754,1049773.0
2023-08-22,350.4,90436.4232,613868.0
2023-08-23,350.6,90488.0421,507031.0
2023-08-24,346.77,89499.539,704388.0
2023-08-25,350.06,90348.6709,697923.0
2023-08-28,351.6,90746.137,552498.0
2023-08-29,351.26,90658.3847,882662.0
2023-08-30,350.76,90529.3373,640479.0
2023-08-31,348.34,89904.7479,1025982.0
2023-09-01,351.1,90617.0895,764169.0
2023-09-05,348.26,89884.1003,771140.0
2023-09-06,344.32,88867.2067,1148876.0
2023-09-07,343.96,88774.2926,1452584.0
2023-09-08,343.05,88539.4263,1275315.0
2023-09-11,347.22,89615.6817,725693.0
2023-09-12,346.55,89442.7581,642409.0
2023-09-13,346.84,89517.6056,739521.0
2023-09-14,349.415,90182.1998,775218.0
2023-09-15,348.9,90049.281,1741581.0
2023-09-18,352.0,90849.3749,628333.0
2023-09-19,358.26,92465.0484,800768.0
2023-09-20,352.31,90929.3843,903947.0
2023-09-21,354.28,91437.8311,1061158.0
2023-09-22,349.53,90211.8807,938793.0
2023-09-25,350.67,90506.1088,698146.0
2023-09-26,351.69,90769.3655,633698.0
2023-09-27,349.65,90242.8521,860561.0
2023-09-28,352.5,90978.4223,578927.0
2023-09-29,347.74,89749.891,896813.0
2023-10-02,347.83,89773.1195,750290.0
2023-10-03,345.15,89081.4254,784764.0
2023-10-04,352.97,91099.7269,895597.0
2023-10-05,355.14,91659.7926,670966.0
2023-10-06,360.62,93074.1522,1147970.0
2023-10-09,355.2,91675.2783,1429404.0
2023-10-10,360.57,93061.2474,966601.0
2023-10-11,365.25,94269.1312,1184670.0
2023-10-12,368.0,94978.8919,1303939.0
2023-10-13,371.0,95753.1764,1360686.0
2023-10-16,374.0,96527.4608,1767641.0
2023-10-17,373.5,96398.4134,1674504.0
2023-10-18,367.55,94862.7493,1516832.0
2023-10-19,364.8,94152.9885,1514747.0
2023-10-20,361.86,93394.1898,1389443.0
2023-10-23,367.66,94891.1397,1566048.0
2023-10-24,369.38,95335.0628,997357.0
2023-10-25,363.04,93698.7416,958005.0
2023-10-26,361.28,93244.4948,942228.0
2023-10-27,355.28,91695.9259,910755.0
2023-10-30,357.45,92255.9916,872381.0
2023-10-31,362.11,93458.7135,987826.0
2023-11-01,369.33,95322.158,1003561.0
2023-11-02,376.55,97185.6026,1138117.0
2023-11-03,376.2,97095.2694,1456926.0
2023-11-06,385.76,99562.6558,1998966.0
2023-11-07,378.25,97468.6643,1930351.0
2023-11-08,376.96,97136.253,1276567.0
2023-11-09,368.57,94974.2911,1207057.0
2023-11-10,373.65,96283.3217,1316049.0
2023-11-13,378.92,97641.3121,957372.0
2023-11-14,369.95,95329.8939,1578151.0
2023-11-15,349.34,90019.0435,3234868.0
2023-11-16,343.0,88385.3321,3094457.0
2023-11-17,350.5,90317.956,2035393.0
2023-11-20,356.84,91951.6674,1520572.0
2023-11-21,354.78,91420.84,1227065.0
2023-11-22,353.23,91021.4311,913465.0
2023-11-24,353.04,90972.4713,658708.0
2023-11-27,350.19,90238.0742,1308575.0
2023-11-28,347.04,89426.3722,1154122.0
2023-11-29,351.0,90446.7976,1497318.0
2023-11-30,354.81,91428.5705,1636953.0
2023-12-01,351.16,90488.0269,1135104.0
2023-12-04,350.63,90351.4548,1469512.0
2023-12-05,354.15,91258.4996,1113275.0
2023-12-06,353.46,91080.6982,1137711.0
2023-12-07,353.95,91206.963,865264.0
2023-12-08,350.15,90227.7669,1394568.0
2023-12-11,356.29,91809.9416,1255628.0
2023-12-12,357.73,92181.0054,972386.0
2023-12-13,405.07,104379.7273,6222527.0
2023-12-14,406.6,104773.9826,3124912.0
2023-12-15,410.68,105825.33,4074866.0
2023-12-18,404.65,104271.5004,1867348.0
2023-12-19,403.14,103882.3988,1595878.0
2023-12-20,400.25,103137.6944,909556.0
2023-12-21,400.63,103235.614,818269.0
2023-12-22,405.25,104426.1103,804290.0
2023-12-26,407.66,105047.1268,531660.0
2023-12-27,408.05,105147.6232,594117.0
2023-12-28,409.27,105461.9967,735650.0
2023-12-29,406.89,104848.7107,727543.0
